International Designator,National Designator,Name of Space Object,State/Organization,Date of Launch,GSO Location,UN Registered,Registration Document,Other Documents,Status,Date of Decay or Change,Function of Space Object,Secretariat`s Remarks,External website
2022-177AG,,Starlink 5087?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177AK,,Starlink 5427?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177AF,,Starlink 5434?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177AB,,Starlink 5082?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177AC,,Starlink 5360?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177AD,,Starlink 5061?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177AH,,Starlink 5084?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177AJ,,Starlink 5418?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177AE,,Starlink 5432?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177BE,,Starlink 5390?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177BF,,Starlink 5091?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177B,,Starlink 5385?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177C,,Starlink 5101?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177F,,Starlink 4801?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177D,,Starlink 5106?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177E,,Starlink 4643?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177A,,Starlink 5382?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177AA,,Starlink 5388?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177Y,,Starlink 5387?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177S,,Starlink 5384?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177U,,Starlink 5372?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177W,,Starlink 5368?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177Z,,Starlink 5304?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177X,,Starlink 4659?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177R,,Starlink 5389?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177AP,,Starlink 5078?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177AR,,Starlink 5409?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177AN,,Starlink 5086?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177AU,,Starlink 5403?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177AL,,Starlink 5419?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177AM,,Starlink 5416?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177AQ,,Starlink 5407?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177AT,,Starlink 5400?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177AS,,Starlink 5406?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177BA,,Starlink 5379?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177AV,,Starlink 5405?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177BB,,Starlink 5402?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177AY,,Starlink 5398?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177AZ,,Starlink 5396?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177AW,,Starlink 5359?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177AX,,Starlink 5411?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177BD,,Starlink 5397?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177K,,Starlink 5380?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,ST/SG/SER.E/1229,[deorbited],9/19/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177BC,,Starlink 5401?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177T,,Starlink 5369?,USA,12/28/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-177V,,Starlink 5110?,USA,12/28/2022,[------],Yes,ST/SG/SER.E/1096,ST/SG/SER.E/1216,[deorbited],6/26/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-176A,,Gaofen 11 04?,China,12/27/2022,,Yes,ST/SG/SER.E/1123,,in orbit,,Remote sensing satellite,------,
[2021-035C],,?[XW 4 (CAS 10)],[China],[2022-12-18],,No,,,[decayed],[2023-03-15],------,Not registered with the United Nations. Date of launch is date of deployment from the CSS.,
2022-152G,,Macao Student Science Education Satellite 1?,China,[2022-12-18],,Yes,ST/SG/SER.E/1123,,in orbit,,To carry out science educational activities as a radio communication test load,Date of launch is date of deployment from TIANZHOU 5 (international designator 2022-152A). International Designator provided by the State of registry.,
2022-175AW,,Starlink 5426?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175AS,,Starlink 5420?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175AV,,Starlink 5429?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175AZ,,Starlink 5417?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175BA,,Starlink 5412?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175BC,,Starlink 5413?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175AX,,Starlink 5430?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175AY,,Starlink 5422?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175BB,,Starlink 5410?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175BE,,Starlink 5408?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175G,,Starlink 5458?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175B,,Starlink 5215?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175E,,Starlink 5214?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175D,,Starlink 5202?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175A,,Starlink 5464?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175C,,Starlink 5220?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175AB,,Starlink 5439?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175X,,Starlink 5447?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175T,,Starlink 5465?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175U,,Starlink 5470?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175V,,Starlink 5468?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175W,,Starlink 5450?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175Y,,Starlink 5449?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175Z,,Starlink 5443?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175AT,,Starlink 5421?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175AQ,,Starlink 5415?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175AU,,Starlink 5428?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175AP,,Starlink 5436?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175Q,,Starlink 5452?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175N,,Starlink 5448?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175R,,Starlink 5453?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175J,,Starlink 5471?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175K,,Starlink 5472?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175L,,Starlink 5444?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175P,,Starlink 5451?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175S,,Starlink 5454?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175AC,,Starlink 5442?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175AD,,Starlink 5440?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175AG,,Starlink 5399?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175AJ,,Starlink 5445?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175AL,,Starlink 5431?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175AF,,Starlink 5441?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175AK,,Starlink 5425?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175BD,,Starlink 5414?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175BF,,Starlink 5424?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175F,,Starlink 5191?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175AE,,Starlink 5438?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,ST/SG/SER.E/1227,[deorbited],8/18/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175AH,,Starlink 5446?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175AM,,Starlink 5433?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175AR,,Starlink 5435?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175M,,Starlink 5404?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,ST/SG/SER.E/1270,[deorbited],1/4/2025,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175H,,Starlink 5466?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,ST/SG/SER.E/1270,[deorbited],1/9/2025,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175AN,,Starlink 5392?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,ST/SG/SER.E/1290,[deorbited],4/18/2025,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-175AA,,Starlink 5437?,USA,12/17/2022,,Yes,ST/SG/SER.E/1096,ST/SG/SER.E/1249,[deorbited],12/12/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-173A,,SWOT?,France,12/16/2022,,Yes,ST/SG/SER.E/1113,,in orbit,,Earth observation satellite,------,
2022-172A,,Shiyan 21?,China,12/16/2022,,Yes,ST/SG/SER.E/1123,,in orbit,,Test satellite,------,
2022-174A,54755,MP01 (O3b mPOWER F1)?,United Kingdom,12/16/2022,,Yes,ST/SG/SER.E/1092,ST/SG/SER.E/1264,in orbit,,"MP01 will extend the MEO Ka-band services of SES, increasing capabilities such as flexibility, performance and scale, which will, in turn, expand the scope of bandwidth-intensive network services and applications. System-wide innovations will provide uncontended multi-gigabit links to deliver high-bandwidth services, offering differentiated services at cloud scale.",State of registry notes in ST/SG/SER.E/1264 that Astra (GB) Limited have taken ownership of satellites previously operated by O3b Limited.,
2022-174B,54756,MP02 (O3b mPOWER F2)?,United Kingdom,12/16/2022,,Yes,ST/SG/SER.E/1092,ST/SG/SER.E/1264,in orbit,,"MP02 will extend the MEO Ka-band services of SES, increasing capabilities such as flexibility, performance and scale, which will, in turn, expand the scope of bandwidth-intensive network services and applications. System-wide innovations will provide uncontended multi-gigabit links to deliver high-bandwidth services, offering differentiated services at cloud scale.",State of registry notes in ST/SG/SER.E/1264 that Astra (GB) Limited have taken ownership of satellites previously operated by O3b Limited.,
2022-171E,,Yaogan 36 Group-04 Satellite-C (Yaogan-36-C 04)?,China,12/14/2022,,Yes,ST/SG/SER.E/1123,,in orbit,,Remote sensing satellite,------,
2022-171C,,Yaogan 36 Group-04 Satellite-B (Yaogan-36-B 04)?,China,12/14/2022,,Yes,ST/SG/SER.E/1123,,in orbit,,,------,
2022-171A,,Yaogan 36 Group-04 Satellite-A (Yaogan-36-A 04)?,China,12/14/2022,,Yes,ST/SG/SER.E/1123,,in orbit,,Remote sensing satellite,------,
2022-170A,,Galaxy 35?,USA,12/13/2022,[-095.0 degrees East],Yes,ST/SG/SER.E/1096,,in GSO,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-170B,,Galaxy 36?,USA,12/13/2022,[-089.0 degrees East],Yes,ST/SG/SER.E/1096,,in GSO,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2022-170C,,METEOSAT 12 (MTG-I1)?,EUMETSAT,12/13/2022,-000.0?0.3 degrees East,Yes,ST/SG/SER.E/1098,,in GSO,,Meteorological Earth observation and climate monitoring,Geostationary position for commissioning and routine operations provided by the State of registry in ST/SG/SER.E/1098.,
2022-169A,,Shiyan 20 A?,China,12/12/2022,,Yes,ST/SG/SER.E/1123,,in orbit,,Test satellite,------,
2022-169B,,Shiyan 20 B?,China,12/12/2022,,Yes,ST/SG/SER.E/1123,,in orbit,,Test satellite,------,
2022-168B,,Lunar Flashlight?,USA,12/11/2022,,Yes,ST/SG/SER.E/1096,,heliocentric,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
[2022-168*],,?[RASHID LUNAR ROVER],[(for United Arab Emirates)],[2022-12-11],,No,,,[on Moon],[2023-04-25],------,Not registered with the United Nations. International designator not assigned. Space object reported to have impacted the Moon with HAKUTO-R (2022-168A).,
2022-168A,,HAKUTO-R Mission 1 Lunar Lander?[(HAKUTO R-M1)],Japan,12/11/2022,,Yes,ST/SG/SER.E/1132,,on Moon,4/25/2023,"The main functions are to perform soft landing on the lunar surface, and to transport payloads including customer rover and static payloads","State of registry notes that space object crashed on the Moon at lat. 47.55 deg N, long. 44.38 deg E in ST/SG/SER.E/1132.",Link
[2022-167*],,?[GOLDEN BAUHINIA 1-05],[China],[2022-12-09],,No,,,[in orbit],,------,Not registered with the United Nations. International Designator pending assignment.,
[2022-167*],,?[GOLDEN BAUHINIA 1-0],[China],[2022-12-09],,No,,,[in orbit],,------,Not registered with the United Nations. International Designator pending assignment.,
[2022-167*],,?[TIANQI 7],[China],[2022-12-09],,No,,,[in orbit],,------,Not registered with the United Nations. International Designator pending assignment.,
[2022-167*],,?[TORCH 1],[China],[2022-12-09],,No,,,[in orbit],,------,Not registered with the United Nations. International Designator pending assignment.,
2022-167K,,"Jiaotong 5 (Head-2H, (Hede-2H)?",China,12/9/2022,,Yes,ST/SG/SER.E/1123,,in orbit,,"To receive ADS-B messages, VDES messages, DCS messages, remote sensing images",------,
2022-167N,,Jilin 1 Gaofen 03D49?,China,12/9/2022,,Yes,ST/SG/SER.E/1123,,in orbit,,Remote sensing imagery of the Earth,------,
2022-167P,,Jilin 1 Gaofen 03D48?,China,12/9/2022,,Yes,ST/SG/SER.E/1123,,in orbit,,Remote sensing imagery of the Earth,------,
2022-167Q,,Jilin-1 Pingtai 01A01?,China,12/9/2022,,Yes,ST/SG/SER.E/1123,,in orbit,,Remote sensing imagery of the Earth,------,
2022-167L,,Jilin 1 Gaofen 03D47?,China,12/9/2022,,Yes,ST/SG/SER.E/1123,,in orbit,,Remote sensing imagery of the Earth,------,
2022-167J,,Jilin-1 Gaofen 03D50?,China,12/9/2022,,Yes,ST/SG/SER.E/1123,,in orbit,,Remote sensing imagery of the Earth,------,
2022-167D,,Dongpo 09?,China,12/9/2022,,Yes,ST/SG/SER.E/1123,,in orbit,,Remote sensing imagery of the Earth,------,
2022-167E,,Dongpo 08?,China,12/9/2022,,Yes,ST/SG/SER.E/1123,,in orbit,,Remote sensing imagery of the Earth,------,
2022-167H,,Dongpo 10?,China,12/9/2022,,Yes,ST/SG/SER.E/1123,,in orbit,,Remote sensing imagery of the Earth,------,
[2022-167*],,?[CAS 5A],[China],[2022-12-09],,No,,,[in orbit],,------,Not registered with the United Nations. International Designator pending assignment.,
2022-166B,54643,OWLID00466 (SL0528)?[ONEWEB 0528],United Kingdom,12/8/2022,,Yes,ST/SG/SER.E/1088,,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 23 April 2023.,Link
2022-166D,54645,OWLID00468 (SL0540)?[ONEWEB 0539],United Kingdom,12/8/2022,,Yes,ST/SG/SER.E/1088,,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 23 April 2023.,Link
2022-166E,54646,OWLID00469 (SL0542)?[ONEWEB 0542],United Kingdom,12/8/2022,,Yes,ST/SG/SER.E/1088,,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 23 April 2023.,Link
