International Designator,National Designator,Name of Space Object,State/Organization,Date of Launch,GSO Location,UN Registered,Registration Document,Other Documents,Status,Date of Decay or Change,Function of Space Object,Secretariat`s Remarks,External website
2021-059CP,BG-2021-01,SPARTAN ,Bulgaria,7/21/2021,,Yes,ST/SG/SER.E/1295,,in orbit,,Earth observation,The registration submission for this space object is presently being processed by the United Nations Secretariat. Day of launch is date of deployment from ION SCV-003 (international designator 2021-059AK).,
2021-065A,,Yaogan 30 Group-10 Satellite-28 (Yaogan-30 AD) ,China,7/19/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,Remote sensing satellite,------,
2021-065D,,Yaogan 30 Group-10 Satellite-30 (Yaogan-30 AF) ,China,7/19/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,Remote sensing satellite,------,
2021-065C,,Yaogan 30 Group-10 Satellite-29 (Yaogan-30 AE) ,China,7/19/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,Remote sensing satellite,------,
[2021-065B],, [TIANQI 15],[China],[2021-07-19],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2021-059CN],, [NAPA 2],[(for Thailand)],[2021-07-18],,No,,,[in orbit],,------,Not registered with the United Nations. Day of launch is date of deployment from ION SCV-003 (international designator 2021-059AK).,
2021-059CM,,Ghalib ,United Arab Emirates,[2021-07-16],,Yes,ST/SG/SER.E/1048,,[decayed],[2024-04-17],Technology demonstration – in-orbit demonstration,Day of launch is date of deployment from ION SCV-003 (international designator 2021-059AK).,
2021-059BS,AE-21-04,QMR KWT ,United Arab Emirates,[2021-07-16],,Yes,ST/SG/SER.E/1027,ST/SG/SER.E/1027/Add.1,decayed,9/7/2024,QMR-KWT is an amateur and educational 1U CubeSat that serves as a platform for the “Code in Space” initiative which gives the opportunity to students from around the world to engage and learn about satellite technology,State of registry notes in ST/SG/SER.E/1027 that Small-satellite missions are not subject to any form of mandatory coordination. The notification of a space station was submitted to the International Telecommunications Union by Bulgaria (references: API/A/12628 and API/B/1541). National designator provided in ST/SG/SER.E/1027/Add.1. Day of launch is date of deployment from ION SCV-003 (international designator 2021-059AK).,
2021-064B,,Zhongzi Satellite Constellation Group-02 Satellite-02 (Ningxia 1 7) ,China,7/9/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,Earth remote sensing,------,
2021-064A,,Zhongzi Satellite Constellation Group-02 Satellite-01 (Ningxia 1 6) ,China,7/9/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,Earth remote sensing,------,
2021-064C,,Zhongzi Satellite Constellation Group-02 Satellite-03 (Ningxia 1 8) ,China,7/9/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,Earth remote sensing,------,
2021-064D,,Zhongzi Satellite Constellation Group-02 Satellite-04 (Ningxia 1 9) ,China,7/9/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,Earth remote sensing,------,
2021-064E,,Zhongzi Satellite Constellation Group-02 Satellite-05 (Ningxia 1 10) ,China,7/9/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,Earth remote sensing,------,
2021-063A,,Tianlian 1-05 ,China,7/6/2021,,Yes,ST/SG/SER.E/1123,,in GSO,,Communications satellite,------,
2021-062A,,Fengyun 3E (FY-3E) ,China,7/4/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,"Operating in a sun-synchronous dawn-dusk orbit, FY-3E is equipped with comprehensive capabilities for monitoring the Earth's meteorology and environment in a global, all-weather, hyperspectral, three-dimensional and quantitative manner, and is mainly used for weather forecast, climate prediction, environmental monitoring and disaster prevention and mitigation, etc.",------,
2021-061B,,Jilin-01 Gaofen 3D-01 ,China,7/3/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,Obtain video images of the Earth by remote sensing,------,
2021-061D,,Jilin-01 Gaofen 3D-03 ,China,7/3/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,Obtain video images of the Earth by remote sensing,------,
2021-061A,,Jilin 1 Kuanfu-01B ,China,7/3/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,Obtain video images of the Earth by remote sensing,------,
2021-061E,,Xingshidai 10 ,China,7/3/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,For Earth observation and imaging from space,------,
2021-061C,,Jilin-01 Gaofen 3D-02 ,China,7/3/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,Obtain video images of the Earth by remote sensing,------,
2021-060S,48983,OWLID000235 (SL0265) [ONEWEB 0265],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,deorbited,3/29/2022,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
,,,,,,,,ST/SG/SER.E/1056,,,,,
2021-060C,48969,OWLID000221 (SL0251) [ONEWEB 0251],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1008/Add.1,deorbited,7/20/2022,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
,,,,,,,,ST/SG/SER.E/1021,,,,,
2021-060G,48973,OWLID000225 (SL0255) [ONEWEB 0255],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
2021-060F,48972,OWLID000224 (SL0254) [ONEWEB 0254],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
2021-060H,48974,OWLID000226 (SL0256) [ONEWEB 0256],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
2021-060J,48975,OWLID000227 (SL0257) [ONEWEB 0257],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
2021-060L,48977,OWLID000229 (SL0259) [ONEWEB 0259],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
2021-060D,48970,OWLID000222 (SL0252) [ONEWEB 0252],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
2021-060E,48971,OWLID000223 (SL0253) [ONEWEB 0253],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
2021-060K,48976,OWLID000228 (SL0258) [ONEWEB 0258],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
2021-060AB,48992,OWLID000244 (SL0274) [ONEWEB 0274],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
2021-060AC,48993,OWLID000245 (SL0275) [ONEWEB 0275],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
2021-060AA,48991,OWLID000243 (SL0273) [ONEWEB 0273],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
2021-060AE,48995,OWLID000247 (SL0277) [ONEWEB 0277],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
2021-060AD,48994,OWLID000246 (SL0276) [ONEWEB 0276],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
2021-060W,48987,OWLID000239 (SL0269) [ONEWEB 0269],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
2021-060X,48988,OWLID000240 (SL0270) [ONEWEB 0270],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
2021-060Y,48989,OWLID000241 (SL0271) [ONEWEB 0271],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
2021-060Z,48990,OWLID000242 (SL0272) [ONEWEB 0272],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
2021-060U,48985,OWLID000237 (SL0267) [ONEWEB 0267],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
2021-060V,48986,OWLID000238 (SL0268) [ONEWEB 0268],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
2021-060M,48978,OWLID000230 (SL0260) [ONEWEB 0260],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
2021-060N,48979,OWLID000231 (SL0261) [ONEWEB 0261],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
2021-060P,48980,OWLID000232 (SL0262) [ONEWEB 0262],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
2021-060Q,48981,OWLID000233 (SL0263) [ONEWEB 0263],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
2021-060T,48984,OWLID000236 (SL0266) [ONEWEB 0266],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
2021-060R,48982,OWLID000234 (SL0264) [ONEWEB 0264],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
2021-060B,48968,OWLID000220 (SL0250)  [ONEWEB 0250],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
2021-060A,48967,OWLID000219 (SL0249) [ONEWEB 0249],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
2021-060AK,49000,OWLID000252 (SL0282) [ONEWEB 0282],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
2021-060AF,48996,OWLID000248 (SL0278) [ONEWEB 0278],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
2021-060AG,48997,OWLID000249 (SL0279) [ONEWEB 0279],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
2021-060AH,48998,OWLID000250 (SL0280) [ONEWEB 0280],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
2021-060AJ,48999,OWLID000251 (SL0281) [ONEWEB 0281],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
2021-060AL,49001,OWLID000253 (SL0283) [ONEWEB 0283],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
2021-060AM,49002,OWLID000254 (SL0284) [ONEWEB 0284],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link
[2021-059BB],, [PAINANI II],[(for Mexico)],[2021-06-30],,No,,,[in orbit],,------,Not registered with the United Nations.,
2021-059N,NZ-2022-05,SpaceBEENZ 8 ,New Zealand,6/30/2021,,Yes,ST/SG/SER.E/1052,,[decayed],[2023-09-19],Communications/ Internet of Things (IoT),------,
[2021-058B],, [STORK 5 (MARTA)],[(for Poland)],[2021-06-30],,No,,,[decayed],[2023-10-22],------,Not registered with the United Nations.,
2021-059D,NZ-2022-07,SpaceBEENZ 10 ,New Zealand,6/30/2021,,Yes,ST/SG/SER.E/1052,,[decayed],[2023-09-15],Communications/ Internet of Things (IoT),------,
2021-059J,NZ-2022-06,SpaceBEENZ 9 ,New Zealand,6/30/2021,,Yes,ST/SG/SER.E/1052,,[decayed],[2023-09-15],Communications/ Internet of Things (IoT),------,
2021-059L,NZ-2022-04,SpaceBEENZ 7 ,New Zealand,6/30/2021,,Yes,ST/SG/SER.E/1052,,[decayed],[2023-09-12],Communications/ Internet of Things (IoT),------,
[2021-058C],, [STORK 4],[(for Poland)],[2021-06-30],,No,,,[decayed],[2023-10-03],------,Not registered with the United Nations.,
2021-059P,,EG 3 (Tyvak-0173) ,Australia,6/30/2021,,Yes,ST/SG/SER.E/1119,,in orbit,,EG-3 will be used to expand EchoStar Global’s test fleet and bring into use EchoStar’s International Telecommunications Union spectrum rights for SIRION-1,------,
2021-059BC,,Lemur 2 Merima ,USA,6/30/2021,,Yes,ST/SG/SER.E/1024,,[decayed],[2024-01-19],Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2021-059BA,,FM148 (LEMUR-2 AC-Cubed) ,Luxembourg,6/30/2021,,Yes,ST/SG/SER.E/1043,,[decayed],[2024-02-21],Earth exploration and meteorology,------,
2021-059G,,FM139 (LEMUR-2 Jackson) ,Luxembourg,6/30/2021,,Yes,ST/SG/SER.E/1043,,[decayed],[2024-02-10],Earth exploration and meteorology,------,
2021-059BR,,KSF1 C ,Luxembourg,6/30/2021,,Yes,ST/SG/SER.E/1139,,[decayed],[2024-02-21],Passive geolocation of radio transmissions for the purpose of supplying Radio Frequency (RF) reconnaissance data to the maritime situation awareness domain,------,
2021-059BZ,,KSF1 D ,Luxembourg,6/30/2021,,Yes,ST/SG/SER.E/1139,,[decayed],[2023-12-05],Passive geolocation of radio transmissions for the purpose of supplying Radio Frequency (RF) reconnaissance data to the maritime situation awareness domain,------,
[2021-059BT],, [AYAN 21],[(for Rwanda)],[2021-06-30],,No,,,[decayed],[2024-10-09],------,Not registered with the United Nations.,
2021-059BQ,,Sherpa LTE-1 ,USA,6/30/2021,,Yes,ST/SG/SER.E/1024,ST/SG/SER.E/1222,[decayed],7/5/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2021-059Y,,TROPICS Pathfinder ,USA,6/30/2021,,Yes,ST/SG/SER.E/1024,ST/SG/SER.E/1222,[decayed],7/26/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2021-059AC,2021-059AC,Nusat-19 [(ROSALIND)],Uruguay,6/30/2021,,Yes,ST/SG/SER.E/1147,,[decayed],[2024-10-30],Earth observation,------,
2021-059V,Mar-21,Centauri 4 (Tyvak-0211) ,Australia,6/30/2021,,Yes,ST/SG/SER.E/1119,,[decayed],[2024-05-29],Communications relay for customer IoT data through S-Band radio,------,
2021-059BG,,SpaceBEE 089 ,USA,6/30/2021,,Yes,ST/SG/SER.E/1024,ST/SG/SER.E/1117,[decayed],3/7/2023,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2021-059BP,,SpaceBEE 091 ,USA,6/30/2021,,Yes,ST/SG/SER.E/1024,ST/SG/SER.E/1117,[decayed],3/7/2023,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2021-059BK,,SpaceBEE 099 ,USA,6/30/2021,,Yes,ST/SG/SER.E/1024,ST/SG/SER.E/1130,decayed,4/1/2023,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Name of space object amended by State of registry in ST/SG/SER.E/1058.,
,,,,,,,,ST/SG/SER.E/1058,,,,,
2021-059BW,,SpaceBEE 090 ,USA,6/30/2021,,Yes,ST/SG/SER.E/1024,ST/SG/SER.E/1117,decayed,3/1/2023,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2021-059BU,,SpaceBEE 095 ,USA,6/30/2021,,Yes,ST/SG/SER.E/1024,ST/SG/SER.E/1117,decayed,3/15/2023,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2021-059BL,,SpaceBEE 094 ,USA,6/30/2021,,Yes,ST/SG/SER.E/1024,ST/SG/SER.E/1117,decayed,3/14/2023,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2021-059BN,,SpaceBEE 093 ,USA,6/30/2021,,Yes,ST/SG/SER.E/1024,ST/SG/SER.E/1116,decayed,2/27/2023,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2021-059BJ,,SpaceBEE 088 ,USA,6/30/2021,,Yes,ST/SG/SER.E/1024,ST/SG/SER.E/1116,decayed,2/24/2023,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2021-059BY,,SpaceBEE 098 ,USA,6/30/2021,,Yes,ST/SG/SER.E/1117,,,3/28/2023,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
,,,,,,,ST/SG/SER.E/1024,,,,,,
2021-059BV,,SpaceBEE 097 ,USA,6/30/2021,,Yes,ST/SG/SER.E/1024,ST/SG/SER.E/1117,decayed,3/28/2023,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Name of space object amended by State of registry in ST/SG/SER.E/1058.,
,,,,,,,,ST/SG/SER.E/1058,,,,,
2021-059BH,,SpaceBEE 096 ,USA,6/30/2021,,Yes,ST/SG/SER.E/1024,ST/SG/SER.E/1117,decayed,3/20/2023,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2021-059BF,,SpaceBEE 92 ,USA,6/30/2021,,Yes,ST/SG/SER.E/1024,ST/SG/SER.E/1117,decayed,3/14/2023,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2021-059AL,,Capella-5 (Whitney) ,USA,6/30/2021,,Yes,ST/SG/SER.E/1024,ST/SG/SER.E/1116,decayed,2/23/2023,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2021-058E,,CNCE1 [CNCE BLK 1],USA,6/30/2021,,Yes,ST/SG/SER.E/1024,ST/SG/SER.E/1179,decayed,10/31/2023,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2021-058G,,HALO-Net Free Flyer ,USA,6/30/2021,,Yes,ST/SG/SER.E/1024,ST/SG/SER.E/1186,decayed,11/25/2023,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2021-058D,,CNCE 3 ,USA,6/30/2021,,Yes,ST/SG/SER.E/1024,ST/SG/SER.E/1179,decayed,10/31/2023,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2021-013E,,Orca 6 ,USA,6/30/2021,,Yes,ST/SG/SER.E/1024,ST/SG/SER.E/1110,decayed,1/31/2023,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Deployed from CYGNUS NG-15 (international designator 2021-013A). Date of launch and date of deployment provided by State of registry in ST/SG/SER.E/1024. Date of launch is date of deployment.,
2021-013C,,Orca 7 ,USA,6/30/2021,,Yes,ST/SG/SER.E/1024,ST/SG/SER.E/1110,decayed,1/31/2023,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Deployed from CYGNUS NG-15 (international designator 2021-013A). Date of launch and date of deployment provided by State of registry in ST/SG/SER.E/1024. Date of launch is date of deployment.,
2021-013D,,Gunsmoke J-2 ,USA,6/30/2021,,Yes,ST/SG/SER.E/1024,ST/SG/SER.E/1188,decayed,12/28/2023,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Deployed from CYGNUS NG-15 (international designator 2021-013A). Date of launch and date of deployment provided by State of registry in ST/SG/SER.E/1024. Date of launch is date of deployment.,
2021-059AW,,FM140 (LEMUR-2 AnnaBanana) ,Luxembourg,6/30/2021,,Yes,ST/SG/SER.E/1043,,[decayed],[2024-07-12],Earth exploration and meteorology,------,
2021-059AS,2021-059AS,Nusat-22 [(SOFYA)],Uruguay,6/30/2021,,Yes,ST/SG/SER.E/1147,,[decayed],[2023-12-15],Earth observation,------,
2021-059AT,2021-059AT,Nusat-21 [(ELISA)],Uruguay,6/30/2021,,Yes,ST/SG/SER.E/1147,,in orbit,,Earth observation,------,
2021-059AU,2021-059AU,Nusat-20 [(GRACE)],Uruguay,6/30/2021,,Yes,ST/SG/SER.E/1147,,in orbit,,Earth observation,------,
2021-013G,,IT SPINS ,USA,6/30/2021,,Yes,ST/SG/SER.E/1024,ST/SG/SER.E/1200,decayed,2/28/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Deployed from CYGNUS NG-15 (international designator 2021-013A). Date of launch and date of deployment provided by State of registry in ST/SG/SER.E/1024. Date of launch is date of deployment.,
2021-059AB,,SpaceBEE 111 ,USA,6/30/2021,,Yes,ST/SG/SER.E/1024,ST/SG/SER.E/1200,decayed,2/17/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2021-059BD,,KSF1 A ,Luxembourg,6/30/2021,,Yes,ST/SG/SER.E/1139,ST/SG/SER.E/1202,[decayed],2/23/2024,Passive geolocation of radio transmissions for the purpose of supplying Radio Frequency (RF) reconnaissance data to the maritime situation awareness domain,------,
2021-059AZ,,KSF1 B ,Luxembourg,6/30/2021,,Yes,ST/SG/SER.E/1139,ST/SG/SER.E/1202,[decayed],2/14/2024,Passive geolocation of radio transmissions for the purpose of supplying Radio Frequency (RF) reconnaissance data to the maritime situation awareness domain,------,
2021-059CJ,,FM150 (LEMUR-2 CarlSantaMari) ,Luxembourg,6/30/2021,,Yes,ST/SG/SER.E/1043,ST/SG/SER.E/1202,[decayed],[2023-08-14],Earth exploration and meteorology,State of registry notes in ST/SG/SER.E/1202 that space object was decommissioned on 13 August 2023.,
2021-059AY,,FM143 (LEMUR-2 John-Treires) ,Luxembourg,6/30/2021,,Yes,ST/SG/SER.E/1043,,[decayed],[2023-12-05],Earth exploration and meteorology,State of registry notes in ST/SG/SER.E/1202 that space object was decommissioned on 1 December 2023.,
2021-059F,,SpaceBEE 101 ,USA,6/30/2021,,Yes,ST/SG/SER.E/1024,ST/SG/SER.E/1213,decayed,3/28/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2021-059Q,,SpaceBEE 106 ,USA,6/30/2021,,Yes,ST/SG/SER.E/1024,ST/SG/SER.E/1213,decayed,3/30/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2021-059S,,SpaceBEE 108 ,USA,6/30/2021,,Yes,ST/SG/SER.E/1024,ST/SG/SER.E/1213,decayed,3/30/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2021-059H,,SpaceBEE 102 ,USA,6/30/2021,,Yes,ST/SG/SER.E/1024,ST/SG/SER.E/1213,decayed,3/28/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
