International Designator,National Designator,Name of Space Object,State/Organization,Date of Launch,GSO Location,UN Registered,Registration Document,Other Documents,Status,Date of Decay or Change,Function of Space Object,Secretariat`s Remarks,External website
2024-251L,,Starlink-32291 ,USA,12/29/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-252A,62454,UtilitySat [(ASTRANIS UTILITYSAT)],United Kingdom,12/29/2024,,Yes,ST/SG/SER.E/1281,,in GSO,-121.1 degrees East,Communications,------,
2024-252B,62455,NuView Alpha ,United Kingdom,12/29/2024,,Yes,ST/SG/SER.E/1281,,in GSO,-083.1 degrees East,Communications,------,
2024-252C,62456,AGILA ,United Kingdom,12/29/2024,,Yes,ST/SG/SER.E/1281,,in GSO,+152.1 degrees East,Communications,------,
2024-252D,62457,NuView Bravo ,United Kingdom,12/29/2024,,Yes,ST/SG/SER.E/1281,,in GSO,-083.1 degrees West,,------,
[2024-250A],3793-2024-017,Resurs-II No.5 ,Russian Federation,12/25/2024,,Yes,ST/SG/SER.E/1246,,in orbit,,Earth remote sensing,The registration submission for this space object is presently being processed by the United Nations Secretariat.,
2024-249F,,Starlink-11445 ,USA,12/23/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-249C,,Starlink-11453 ,USA,12/23/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-249D,,Starlink-11462 ,USA,12/23/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-249B,,Starlink-11493 ,USA,12/23/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-249E,,Starlink-11441 ,USA,12/23/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-249A,,Starlink-11444 ,USA,12/23/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-249G,,Starlink-11355 ,USA,12/23/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-249J,,Starlink-11428 ,USA,12/23/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-249H,,Starlink-11446 ,USA,12/23/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-249L,,Starlink-11439 ,USA,12/23/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-249K,,Starlink-11447 ,USA,12/23/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-249N,,Starlink-11461 ,USA,12/23/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-249M,,Starlink-11434 ,USA,12/23/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-249P,,Starlink-32692 ,USA,12/23/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-249R,,Starlink-32638 ,USA,12/23/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-249Q,,Starlink-32680 ,USA,12/23/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-249V,,Starlink-32614 ,USA,12/23/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-249U,,Starlink-32659 ,USA,12/23/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-249T,,Starlink-32676 ,USA,12/23/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-249W,,Starlink-32418 ,USA,12/23/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-249S,,Starlink-32283 ,USA,12/23/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
[2024-247A],, [KORSAT 2],[(for Republic of Korea)],[2024-12-21],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-247*],, [ONDOSAT OWL-12],[(for Mongolia)],[2024-12-21],,No,,,[in orbit],,------,Not registered with the United Nations. International Designator pending assignment.,
[2024-247*],, [ONDOSAT OWL-4],[(for Mongolia)],[2024-12-21],,No,,,[in orbit],,------,Not registered with the United Nations. International Designator pending assignment.,
[2024-247*],, [ONDOSAT OWL-7],[(for Mongolia)],[2024-12-21],,No,,,[in orbit],,------,Not registered with the United Nations. International Designator pending assignment.,
[2024-247*],, [JACKAL MX-2],[USA],[2024-12-21],,No,,,[in orbit],,------,Not registered with the United Nations. International Designator pending assignment.,
[2024-247*],, [ONDOSAT OWL-11],[(for Mongolia)],[2024-12-21],,No,,,[in orbit],,------,Not registered with the United Nations. International Designator pending assignment.,
[2024-247*],, [ONDOSAT OWL-10],[(for Mongolia)],[2024-12-21],,No,,,[in orbit],,------,Not registered with the United Nations. International Designator pending assignment.,
[2024-247*],, [ONDOSAT OWL-9],[(for Mongolia)],[2024-12-21],,No,,,[in orbit],,------,Not registered with the United Nations. International Designator pending assignment.,
[2024-247*],, [THINKORBITAL FLIGHT-2],[USA],[2024-12-21],,No,,,[in orbit],,------,Not registered with the United Nations. International Designator pending assignment.,
[2024-247*],, [ONDOSAT OWL-6],[(for Mongolia)],[2024-12-21],,No,,,[in orbit],,------,Not registered with the United Nations. International Designator pending assignment.,
[2024-247*],, [ONDOSAT OWL-8],[(for Mongolia)],[2024-12-21],,No,,,[in orbit],,------,Not registered with the United Nations. International Designator pending assignment.,
[2024-247*],, [ONDOSAT OWL-5],[(for Mongolia)],[2024-12-21],,No,,,[in orbit],,------,Not registered with the United Nations. International Designator pending assignment.,
[2024-247*],, [PLEIADES-ORPHEUS],[USA],[2024-12-21],,No,,,[in orbit],,------,Not registered with the United Nations. International Designator pending assignment.,
[2024-247*],, [ONDOSAT OWL-3],[(for Mongolia)],[2024-12-21],,No,,,[in orbit],,------,Not registered with the United Nations. International Designator pending assignment.,
[2024-247Q],, [LASARSAT 1],[(for Czech Republic)],[2024-12-21],,No,,,[in orbit],,------,Not registered with the United Nations.,
2024-247N,FIN-30-SAT-2024,ICEYE-X47 ,Finland,12/21/2024,,Yes,ST/SG/SER.E/1277,,in orbit,,"Earth observation satellite, carrying a synthetic aperture radar. Data will be provided commercially.",The registration submission for this space object is presently being processed by the United Nations Secretariat.,
2024-247F,,Hawk-11A ,USA,12/21/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-247C,,Hawk-11B ,USA,12/21/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-247R,,Tomorrow-S3 ,USA,12/21/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-247E,,Hawk-11C ,USA,12/21/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-247AA,,CTC-0 ,USA,12/21/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-247Z,,XCUBE-1 ,USA,12/21/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-248A,,StriX-2 ,Japan,12/21/2024,,Yes,ST/SG/SER.E/1292,,in orbit,,"StriX-2 is the fourth SAR (Synthetic Aperture Radar) satellite made by Synspective Inc. for commercial SAR imagery (remote sensing) provision services, including the upload and download functionality and clear imaging.",The registration submission for this space object is presently being processed by the United Nations Secretariat. Date of launch is 2024-12-21 using UTC.,Link
2024-247AB,DJ-2024-001,DJIBOUTI-1B ,Djibouti,12/21/2024,,Yes,St/SG/SER.E/1286,St/SG/SER.E/1160,in orbit,,Gathering of meteorological data transmitted by ground-based measurement stations,The registration submission for this space object is presently being processed by the United Nations Secretariat. Prelaunch notification provided by State of registry in ST/SG/SER.E/1160.,Link
2024-247H,FIN-31-SAT-2024,ICEYE-X49 ,Finland,12/21/2024,,Yes,ST/SG/SER.E/1277,,in orbit,,"Earth observation satellite, carrying a synthetic aperture radar. Data will be provided commercially.",The registration submission for this space object is presently being processed by the United Nations Secretariat.,
2024-247G,,LizzieSat-2 ,USA,12/21/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-247B,,TANSTAAFL-2 ,USA,12/21/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-247K,,Tomorrow-S4 ,USA,12/21/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-247M,,GITAI-SC1 ,USA,12/21/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-247T,,CroCube ,Croatia,12/21/2024,,Yes,A/AC.105/INF/464,,in orbit,,"Technology demonstration mission with amateur radio payload, VGA camera for Earth observation and the ""Astrotron 1000"" experiment to measure radiation effects on microelectronics",The registration submission for this space object is presently being processed by the United Nations Secretariat.,
[2024-246A],, [TJS 12],[China],[2024-12-20],,No,,,[in GSO],,------,Not registered with the United Nations.,
[2024-245*],, [TIANQI 33],[China],[2024-12-19],,No,,,[in orbit],,------,Not registered with the United Nations. International Designator pending assignment.,
[2024-245*],, [TIANQI 34],[China],[2024-12-19],,No,,,[in orbit],,------,Not registered with the United Nations. International Designator pending assignment.,
[2024-245*],, [TIANQI 35],[China],[2024-12-19],,No,,,[in orbit],,------,Not registered with the United Nations. International Designator pending assignment.,
[2024-245*],, [TIANQI 36],[China],[2024-12-19],,No,,,[in orbit],,------,Not registered with the United Nations. International Designator pending assignment.,
2024-243P,,USA 454 ,USA,12/17/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-243S,,USA 457 ,USA,12/17/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-243M,,USA 452 ,USA,12/17/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-243N,,USA 453 ,USA,12/17/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-243Q,,USA 455 ,USA,12/17/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-243T,,USA 458 ,USA,12/17/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-243U,,USA 459 ,USA,12/17/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-243V,,USA 460 ,USA,12/17/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-243R,,USA 456 ,USA,12/17/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-242A,,Navstar 83 (USA 440) [(GPS III SV-07)],USA,12/17/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2024-12-17 using UTC.,
2024-243A,,USA 441 ,USA,12/17/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-243C,,USA 443 ,USA,12/17/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-243W,,USA 461 ,USA,12/17/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-243X,,USA 462 ,USA,12/17/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-243G,,USA 447 ,USA,12/17/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-243J,,USA 449 ,USA,12/17/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-243B,,USA 442 ,USA,12/17/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-243F,,USA 446 ,USA,12/17/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-243H,,USA 448 ,USA,12/17/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-243D,,USA 444 ,USA,12/17/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-243K,,USA 450 ,USA,12/17/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-243L,,USA 451 ,USA,12/17/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-243E,,USA 445 ,USA,12/17/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-244B,62363,MP08 [O3B MPOWER F8],United Kingdom,12/17/2024,,Yes,ST/SG/SER.E/1251,,in orbit,,Connectivity,------,
2024-244A,62362,MP07 [O3B MPOWER F7],United Kingdom,12/17/2024,,Yes,ST/SG/SER.E/1251,,in orbit,,Connectivity,------,
[2024-240A],, [HULIANGWANG DIGUI-01],[China],[2024-12-16],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-240E],, [HULIANGWANG DIGUI-05],[China],[2024-12-16],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-240F],, [HULIANGWANG DIGUI-06],[China],[2024-12-16],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-240B],, [HULIANGWANG DIGUI-02],[China],[2024-12-16],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-240C],, [HULIANGWANG DIGUI-03],[China],[2024-12-16],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-240D],, [HULIANGWANG DIGUI-04],[China],[2024-12-16],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-240G],, [HULIANGWANG DIGUI-07],[China],[2024-12-16],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-240H],, [HULIANGWANG DIGUI-08],[China],[2024-12-16],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-240J],, [HULIANGWANG DIGUI-09],[China],[2024-12-16],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-240K],, [HULIANGWANG DIGUI-10],[China],[2024-12-16],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-241A],, [PIESAT 2 09],[China],[2024-12-16],,No,,,[in orbit],,------,Not registered with the United Nations. Date of launch is 2024-12-16 using UTC.,
[2024-241B],, [PIESAT 2 10],[China],[2024-12-16],,No,,,[in orbit],,------,Not registered with the United Nations. Date of launch is 2024-12-16 using UTC.,
[2024-241C],, [PIESAT 2 11],[China],[2024-12-16],,No,,,[in orbit],,------,Not registered with the United Nations. Date of launch is 2024-12-16 using UTC.,
[2024-241D],, [PIESAT 2 12],[China],[2024-12-16],,No,,,[in orbit],,------,Not registered with the United Nations. Date of launch is 2024-12-16 using UTC.,
2024-239P,,Starlink-32651 ,USA,12/13/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-239K,,Starlink-32696 ,USA,12/13/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-239L,,Starlink-32700 ,USA,12/13/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-239J,,Starlink-32678 ,USA,12/13/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-239M,,Starlink-32698 ,USA,12/13/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-239N,,Starlink-32634 ,USA,12/13/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-239R,,Starlink-32597 ,USA,12/13/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-239H,,Starlink-32706 ,USA,12/13/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-239Q,,Starlink-32627 ,USA,12/13/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-239C,,Starlink-32621 ,USA,12/13/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-239A,,Starlink-32648 ,USA,12/13/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-239D,,Starlink-32597 ,USA,12/13/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-239G,,Starlink-32646 ,USA,12/13/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-239E,,Starlink-32649 ,USA,12/13/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-239B,,Starlink-32594 ,USA,12/13/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-239F,,Starlink-32633 ,USA,12/13/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-239U,,Starlink-32577 ,USA,12/13/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-239W,,Starlink-32645 ,USA,12/13/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
