International Designator,National Designator,Name of Space Object,State/Organization,Date of Launch,GSO Location,UN Registered,Registration Document,Other Documents,Status,Date of Decay or Change,Function of Space Object,Secretariat`s Remarks,External website
2024-239X,,Starlink-32654 ,USA,12/13/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-239T,,Starlink-32576 ,USA,12/13/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-239V,,Starlink-32481 ,USA,12/13/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-239S,,Starlink-32519 ,USA,12/13/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
[2024-238A],, [GJZ 01],[China],[2024-12-12],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-238B],, [GJZ 02],[China],[2024-12-12],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-238C],, [GJZ 03],[China],[2024-12-12],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-238D],, [GJZ 04],[China],[2024-12-12],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-238E],, [GJZ 05],[China],[2024-12-12],,No,,,[in orbit],,------,Not registered with the United Nations.,
[1998-067XB],, [YODAKA],[(for Japan)],[2024-12-09],,No,,,[decayed],[2025-02-28],------,Not registered with the United Nations. Date of launch is date of deployment from the ISS.,
1998-067XC,,LIGNOSAT ,Japan,12/9/2024,,Yes,ST/SG/SER.E/1292,ST/SG/SER.E/1292,[decayed],2025-00-4-04,------,The registration submission for this space object is presently being processed by the United Nations Secretariat. International Designator provided by the State of registry. Date of launch is date of deployment from the ISS.,
1998-067XD,,DENDEN-01 ,Japan,12/9/2024,,Yes,ST/SG/SER.E/1292,ST/SG/SER.E/1292,decayed,3/11/2025,The DENDEN-01 CubeSat demonstrates novel power technologies for future nanosatellites,The registration submission for this space object is presently being processed by the United Nations Secretariat. International Designator pending assignment. Date of launch is date of deployment from the ISS.,Link
1998-067XF,,ONGLAISAT ,Japan,12/9/2024,,Yes,ST/SG/SER.E/1292,ST/SG/SER.E/1292,[decayed],3/4/2025,------,The registration submission for this space object is presently being processed by the United Nations Secretariat. Date of launch is date of deployment from the ISS.,Link
1998-067XE,,YOMOGI ,Japan,12/9/2024,,Yes,ST/SG/SER.E/1292,,[decayed],4/1/2025,------,The registration submission for this space object is presently being processed by the United Nations Secretariat. International Designator provided by the State of registry. Date of launch is date of deployment from the ISS.,
2024-237D,,Starlink-11479 ,USA,12/8/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-237G,,Starlink-11333 ,USA,12/8/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-237C,,Starlink-11491 ,USA,12/8/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-237J,,Starlink-11495 ,USA,12/8/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-237K,,Starlink-11498 ,USA,12/8/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-237L,,Starlink-11484 ,USA,12/8/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-237E,,Starlink-11489 ,USA,12/8/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-237F,,Starlink-11494 ,USA,12/8/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-237H,,Starlink-11504 ,USA,12/8/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-237W,,Starlink-33546 ,USA,12/8/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-237X,,Starlink-33565 ,USA,12/8/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-237Y,,Starlink-33549 ,USA,12/8/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-237M,,Starlink-11487 ,USA,12/8/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-237N,,Starlink-11499 ,USA,12/8/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-237P,,Starlink-33548 ,USA,12/8/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-237T,,Starlink-33563 ,USA,12/8/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-237V,,Starlink-33564 ,USA,12/8/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-237R,,Starlink-33560 ,USA,12/8/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-237U,,Starlink-33550 ,USA,12/8/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-237Q,,Starlink-33544 ,USA,12/8/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-237S,,Starlink-33547 ,USA,12/8/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-237A,,Starlink-11496 ,USA,12/8/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-237B,,Starlink-11501 ,USA,12/8/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
[2024-236*],, [FAKHR 1],[Iran (Islamic Republic of)],[2024-12-06],,No,,,[in orbit],,------,Not registered with the United Nations. International Designator pending assignment.,
[2024-236*],, [SAMAN 1],[Iran (Islamic Republic of)],[2024-12-06],,No,,,[in orbit],,------,Not registered with the United Nations. International Designator pending assignment.,
[2024-236*],, [IRAN],[Iran (Islamic Republic of)],[2024-12-06],,No,,,[in orbit],,------,Not registered with the United Nations. International Designator pending assignment.,
[2024-233A],, [PROBA 3],[(for ESA)],[2024-12-05],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-235A],, [SENTINEL 1C],[ESA],[2024-12-05],,No,,ST/SG/SER.E/1273,[in orbit],,------,Not registered with the United Nations. Mentioned by France in ST/SG/SER.E/1273.,
2024-231S,,Starlink-32652 ,USA,12/5/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2024-12-05 using UTC.,
2024-231R,,Starlink-32643 ,USA,12/5/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2024-12-05 using UTC.,
2024-231U,,Starlink-32641 ,USA,12/5/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2024-12-05 using UTC.,
2024-231V,,Starlink-32632 ,USA,12/5/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2024-12-05 using UTC.,
2024-231T,,Starlink-32631 ,USA,12/5/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2024-12-05 using UTC.,
2024-231C,,Starlink-11466 ,USA,12/5/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2024-12-05 using UTC.,
2024-231D,,Starlink-11468 ,USA,12/5/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2024-12-05 using UTC.,
2024-231E,,Starlink-11488 ,USA,12/5/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2024-12-05 using UTC.,
2024-231B,,Starlink-11490 ,USA,12/5/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2024-12-05 using UTC.,
2024-231F,,Starlink-11483 ,USA,12/5/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2024-12-05 using UTC.,
2024-231A,,Starlink-11394 ,USA,12/5/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2024-12-05 using UTC.,
2024-231L,,Starlink-11476 ,USA,12/5/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2024-12-05 using UTC.,
2024-231J,,Starlink-11475 ,USA,12/5/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2024-12-05 using UTC.,
2024-231G,,Starlink-11492 ,USA,12/5/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2024-12-05 using UTC.,
2024-231H,,Starlink-11471 ,USA,12/5/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2024-12-05 using UTC.,
2024-231K,,Starlink-11469 ,USA,12/5/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2024-12-05 using UTC.,
2024-231N,,Starlink-11481 ,USA,12/5/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2024-12-05 using UTC.,
2024-231M,,Starlink-11485 ,USA,12/5/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2024-12-05 using UTC.,
2024-231P,,Starlink-32650 ,USA,12/5/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2024-12-05 using UTC.,
2024-231Q,,Starlink-32636 ,USA,12/5/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2024-12-05 using UTC.,
2024-234A,,Sirius XM-9 [(SXM 9)],USA,12/5/2024,,Yes,ST/SG/SER.E/1249,,in GSO,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
[2024-232J],, [QIANFAN 44],[China],[2024-12-05],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-232K],, [QIANFAN 45],[China],[2024-12-05],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-232U],, [QIANFAN 54],[China],[2024-12-05],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-232L],, [QIANFAN 46],[China],[2024-12-05],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-232M],, [QIANFAN 47],[China],[2024-12-05],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-232N],, [QIANFAN 48],[China],[2024-12-05],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-232P],, [QIANFAN 49],[China],[2024-12-05],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-232Q],, [QIANFAN 50],[China],[2024-12-05],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-232H],, [QIANFAN 43],[China],[2024-12-05],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-232T],, [QIANFAN 53],[China],[2024-12-05],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-232R],, [QIANFAN 51],[China],[2024-12-05],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-232S],, [QIANFAN 52],[China],[2024-12-05],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-232D],, [QIANFAN 39],[China],[2024-12-05],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-232B],, [QIANFAN 37],[China],[2024-12-05],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-232C],, [QIANFAN 38],[China],[2024-12-05],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-232E],, [QIANFAN 40],[China],[2024-12-05],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-232F],, [QIANFAN 41],[China],[2024-12-05],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-232G],, [QIANFAN 42],[China],[2024-12-05],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-228A],, [HAISHAO 1],[China],[2024-12-04],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-230A],3792-2024-016,Cosmos-2580 ,Russian Federation,12/4/2024,,Yes,ST/SG/SER.E/1246,,in orbit,,Intended for assignments on behalf of the Ministry of Defence of the Russian Federation,The registration submission for this space object is presently being processed by the United Nations Secretariat.,
2024-229D,,Starlink-32672 ,USA,12/4/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-229C,,Starlink-32684 ,USA,12/4/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-229B,,Starlink-32688 ,USA,12/4/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-229A,,Starlink-32686 ,USA,12/4/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-229P,,Starlink-32660 ,USA,12/4/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-229X,,Starlink-32669 ,USA,12/4/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-229V,,Starlink-32642 ,USA,12/4/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-229W,,Starlink-32668 ,USA,12/4/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-229U,,Starlink-32670 ,USA,12/4/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-229Q,,Starlink-32448 ,USA,12/4/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-229T,,Starlink-32671 ,USA,12/4/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-229R,,Starlink-32430 ,USA,12/4/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-229S,,Starlink-32675 ,USA,12/4/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-229N,,Starlink-32664 ,USA,12/4/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-229L,,Starlink-32655 ,USA,12/4/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-229G,,Starlink-32640 ,USA,12/4/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-229H,,Starlink-32653 ,USA,12/4/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-229J,,Starlink-32647 ,USA,12/4/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-229K,,Starlink-32667 ,USA,12/4/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-229M,,Starlink-32665 ,USA,12/4/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-229F,,Starlink-32663 ,USA,12/4/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-229E,,Starlink-32682 ,USA,12/4/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-229Z,,Starlink-32662 ,USA,12/4/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-229Y,,Starlink-32666 ,USA,12/4/2024,,Yes,ST/SG/SER.E/1249,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
[2024-227A],, [TJS 13],[China],[2024-12-03],,No,,,[in GSO],,------,Not registered with the United Nations.,
[2024-226A],, [CHINA],[China],[2024-11-30],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-226B],, [CHINA],[China],[2024-11-30],,No,,,[in orbit],,------,Not registered with the United Nations.,
2024-225K,,Starlink-32407 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-225M,,Starlink-32552 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-225J,,Starlink-32257 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-225Q,,Starlink-32542 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-225P,,Starlink-32516 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-225L,,Starlink-32575 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-225N,,Starlink-32534 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-225R,,Starlink-32600 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-225H,,Starlink-32538 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-224K,,Starlink-32479 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-224M,,Starlink-32629 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-224F,,Starlink-32388 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-224N,,Starlink-32644 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-224H,,Starlink-32384 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-224L,,Starlink-32468 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-224E,,Starlink-32485 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-224J,,Starlink-32295 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-224G,,Starlink-32374 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-225V,,Starlink-32565 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-225W,,Starlink-32589 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-225X,,Starlink-32581 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-225T,,Starlink-32587 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-225S,,Starlink-32584 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-225U,,Starlink-32602 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-225G,,Starlink-32558 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-225E,,Starlink-32506 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-225C,,Starlink-32523 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-225D,,Starlink-32551 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-225F,,Starlink-32562 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-224Z,,Starlink-32526 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-224Y,,Starlink-32497 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-225A,,USA 438 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-225B,,USA 439 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-224B,,Starlink-32464 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-224C,,Starlink-32482 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-224D,,Starlink-32454 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-224A,,Starlink-32529 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-224S,,Starlink-326235 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-224R,,Starlink-32625 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-224X,,Starlink-32484 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-224U,,Starlink-32503 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-224P,,Starlink-32623 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-224V,,Starlink-32508 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-224W,,Starlink-32524 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-224T,,Starlink-32532 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-224Q,,Starlink-32639 ,USA,11/30/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
[2024-223A],3791-2024-15,Kondor-FKA No.2 ,Russian Federation,11/30/2024,,Yes,ST/SG/SER.E/1238,,in orbit,,Monitoring of emergency situations,Date of launch is 2024-11-29 using UTC.,
[2024-221B],, [CHINA],[China],[2024-11-27],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2024-221A],, [CHINA],[China],[2024-11-27],,No,,,[in orbit],,------,Not registered with the United Nations.,
2024-222A,,Starlink-32311 ,USA,11/27/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-222C,,Starlink-32502 ,USA,11/27/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-222B,,Starlink-32470 ,USA,11/27/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-222Z,,Starlink-32570 ,USA,11/27/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-222P,,Starlink-32557 ,USA,11/27/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-222S,,Starlink-32463 ,USA,11/27/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2024-222V,,Starlink-32245 ,USA,11/27/2024,,Yes,ST/SG/SER.E/1242,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
