International Designator,National Designator,Name of Space Object,State/Organization,Date of Launch,GSO Location,UN Registered,Registration Document,Other Documents,Status,Date of Decay or Change,Function of Space Object,Secretariat`s Remarks,External website
2023-211N,,Starlink-31110 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,
2023-211G,,Starlink-31131 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,
2023-211J,,Starlink-31126 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,
2023-211K,,Starlink-31066 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,
2023-211W,,Starlink-31109 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,ST/SG/SER.E/1215,[deorbited],5/18/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,
2023-211R,,Starlink-31144 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,
2023-211T,,Starlink-31107 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,
2023-211U,,Starlink-31121 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,
2023-211X,,Starlink-31139 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,
2023-211S,,Starlink-31095 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,
2023-211V,,Starlink-31137 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,
2023-211Y,,Starlink-31106 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,
2023-208A,,Tianmu-1 20 ,China,12/27/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,------,The registration submission for this space object is presently being processed by the United Nations Secretariat.,
2023-208D,,Tianmu-1 22 ,China,12/27/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,------,The registration submission for this space object is presently being processed by the United Nations Secretariat.,
2023-208C,,Tianmu-1 21 ,China,12/27/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,------,The registration submission for this space object is presently being processed by the United Nations Secretariat.,
2023-208B,,Tianmu-1 20 ,China,12/27/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,------,The registration submission for this space object is presently being processed by the United Nations Secretariat.,
2023-209A,3696-2023-022,Cosmos 2574 ,Russian Federation,12/27/2023,,Yes,ST/SG/SER.E/1165,ST/SG/SER.E/1318,decayed,11/15/2025,Intended for assignments on behalf of the Ministry of Defence of the Russian Federation,------,
2023-207B,,58th BDS Satellite [BEIDOU 3 (BDS 3)],China,12/26/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,????,The registration submission for this space object is presently being processed by the United Nations Secretariat.,
2023-207A,,57th BDS Satellite [BEIDOU 3 (BDS 3)],China,12/26/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,????,The registration submission for this space object is presently being processed by the United Nations Secretariat.,
2023-206B,,SHIYAN-24 02 [SHIYAN 24C 02],China,12/25/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,????,The registration submission for this space object is presently being processed by the United Nations Secretariat. Date of launch is 2023-12-25 using UTC.,
2023-206C,,SHIYAN-24 03 [SHIYAN 24C 03],China,12/25/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,????,The registration submission for this space object is presently being processed by the United Nations Secretariat. Date of launch is 2023-12-25 using UTC.,
2023-205D,,Tianmu-1 14 ,China,12/25/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,------,The registration submission for this space object is presently being processed by the United Nations Secretariat.,
2023-205C,,Tianmu-1 13 ,China,12/25/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,------,The registration submission for this space object is presently being processed by the United Nations Secretariat.,
2023-205B,,Tianmu-1 12 ,China,12/25/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,------,The registration submission for this space object is presently being processed by the United Nations Secretariat.,
2023-205A,,Tianmu-1 11 ,China,12/25/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,------,The registration submission for this space object is presently being processed by the United Nations Secretariat.,
2023-206A,,SHIYAN-24 01 [SHIYAN 24C 01],China,12/25/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,????,The registration submission for this space object is presently being processed by the United Nations Secretariat. Date of launch is 2023-12-25 using UTC.,
2021-102N,,DRUMS TARGET-2 ,Japan,12/25/2023,,Yes,ST/SG/SER.E/1240,,[deorbited],[2025-04-15],This object was separated from the micro-satellite "DRUMS" for demonstration of approach and capture technologies,Date of launch is date of deployment from DRUMS (international designator 2021-102G).,Link
[2023-204B],, [SARAH 3 (SRH1)],[(for Germany)],[2023-12-24],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2023-204A],, [SARAH 2 (SRH2)],[(for Germany)],[2023-12-24],,No,,,[in orbit],,------,Not registered with the United Nations.,
2023-203A,,Starlink-31119 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,ST/SG/SER.E/1188,decayed,12/26/2023,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,
2023-203B,,Starlink-31054 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,
2023-203L,,Starlink-31092 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,
2023-203G,,Starlink-31129 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,
2023-203D,,Starlink-31134 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,
2023-203E,,Starlink-31133 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,
2023-203F,,Starlink-31068 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,
2023-203J,,Starlink-31086 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,
2023-203M,,Starlink-31091 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,
2023-203H,,Starlink-30774 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,
2023-203K,,Starlink-31065 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,
2023-203W,,Starlink-31078 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,
2023-203R,,Starlink-31022 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,
2023-203Q,,Starlink-31081 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,
2023-203P,,Starlink-31064 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,
2023-203S,,Starlink-31025 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,
2023-203U,,Starlink-31008 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,
2023-203N,,Starlink-31084 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,
2023-203T,,Starlink-31018 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,
2023-203V,,Starlink-31077 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,
2023-203X,,Starlink-31070 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,
2023-203Y,,Starlink-31090 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,
2023-203C,,Starlink-31118 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,ST/SG/SER.E/1242,[deorbited],11/28/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,
2023-202A,,Tyvak-1015 (TANTRUM) ,USA,12/22/2023,,Yes,ST/SG/SER.E/1188,ST/SG/SER.E/1200,decayed,2/10/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
[2023-174DG],, [LEMUR 2 NANAZ],[USA],[2023-12-22],,No,,,[decayed],[2025-03-08],,Not registered with the United Nations. Date of launch is approximate date of deployment from ION SCV-013 (international designator 2023-174AW).,
[2023-185N],, [UNICORN-2N],[(for Germany)],[2023-12-22],,No,,ST/SG/SER.E/1228,[in orbit],,------,Not registered with the United Nations. Date of launch is approximate date of deployment from ION SCV-015 (international designator 2023-185H). Mentioned by Italy in ST/SG/SER.E/1228.,
[2023-185P],, [MDQUBESAT 2],[(for Argentina)],[2023-12-22],,No,,ST/SG/SER.E/1228,[in orbit],,------,Not registered with the United Nations. Date of launch is approximate date of deployment from ION SCV-015 (international designator 2023-185H). Mentioned by Italy in ST/SG/SER.E/1228.,
[2023-201A],3695-2023-021,Cosmos 2573 ,Russian Federation,12/21/2023,,Yes,ST/SG/SER.E/1165,,in orbit,,Intended for assignments on behalf of the Ministry of Defence of the Russian Federation,------,
2023-200W,,Starlink-31085 ,USA,12/19/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-19 using UTC.,
2023-200U,,Starlink-31069 ,USA,12/19/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-19 using UTC.,
2023-200X,,Starlink-31089 ,USA,12/19/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-19 using UTC.,
2023-200Y,,Starlink-31061 ,USA,12/19/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-19 using UTC.,
2023-200K,,Starlink-31079 ,USA,12/19/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-19 using UTC.,
2023-200V,,Starlink-31067 ,USA,12/19/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-19 using UTC.,
2023-200R,,Starlink-31088 ,USA,12/19/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-19 using UTC.,
2023-200Q,,Starlink-31080 ,USA,12/19/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-19 using UTC.,
2023-200S,,Starlink-31038 ,USA,12/19/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-19 using UTC.,
2023-200P,,Starlink-31071 ,USA,12/19/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-19 using UTC.,
2023-200T,,Starlink-31082 ,USA,12/19/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-19 using UTC.,
2023-200M,,Starlink-31052 ,USA,12/19/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-19 using UTC.,
2023-200N,,Starlink-31074 ,USA,12/19/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-19 using UTC.,
2023-200D,,Starlink-31096 ,USA,12/19/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-19 using UTC.,
2023-200A,,Starlink-31044 ,USA,12/19/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-19 using UTC.,
2023-200B,,Starlink-31062 ,USA,12/19/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-19 using UTC.,
2023-200E,,Starlink-31094 ,USA,12/19/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-19 using UTC.,
2023-200J,,Starlink-31087 ,USA,12/19/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-19 using UTC.,
2023-200H,,Starlink-31059 ,USA,12/19/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-19 using UTC.,
2023-200F,,Starlink-31075 ,USA,12/19/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-19 using UTC.,
2023-200G,,Starlink-30857 ,USA,12/19/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-19 using UTC.,
2023-200C,,Starlink-31043 ,USA,12/19/2023,,Yes,ST/SG/SER.E/1188,ST/SG/SER.E/1302,[deorbited],5/8/2025,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-19 using UTC.,
2023-200L,,Starlink-31072 ,USA,12/19/2023,,Yes,ST/SG/SER.E/1188,ST/SG/SER.E/1302,[deorbited],5/23/2025,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-19 using UTC.,
1998-067WD,,BEAK ,Japan,12/18/2023,,Yes,ST/SG/SER.E/1240,ST/SG/SER.E/1240,decayed,6/29/2024,"Engineering experimental satellite for 1)Orbital maneuvering by aerodynamic drag on deployed membrane aeroshell, 2) Deployment of an aeroshell supported by shape memory alloy frames, 3)Evaluation of a Nano-sized water resistojet propulsion system, 4)Operation using Iridium/GPS.",The registration submission for this space object is presently being processed by the United Nations Secretariat. Date of launch is date of deployment from the ISS.,
1998-067WE,,Clark sat-1 ,Japan,12/18/2023,,Yes,ST/SG/SER.E/1240,ST/SG/SER.E/1240,decayed,4/15/2024,Clark sat-1 is an educational satellite with following functions. (1) Receiving commands and transmitting telemetry (2) Taking and transmitting images (3) Transmitting voice messages and images recorded before launch,The registration submission for this space object is presently being processed by the United Nations Secretariat. Date of launch is date of deployment from the ISS.,Link
2023-199A,,?????? [DI'ER 1],China,12/17/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,????????????????????,??????????????,?????????(????)????????????????????????????????????,The registration submission for this space object is presently being processed by the United Nations Secretariat.,
[2023-198*],3694-2023-020,Arktika M No.2 ,Russian Federation,12/15/2023,,Yes,ST/SG/SER.E/1165,,in orbit,,Hydrometeorological satellite,International Designator pending assignment.,
2023-196A,,QPS-SAR-5 TSUKUYOMI-I ,Japan,12/15/2023,,Yes,ST/SG/SER.E/1240,ST/SG/SER.E/1166,in orbit,,Earth observation by synthetic aperture radar,The registration submission for this space object is presently being processed by the United Nations Secretariat. Mentioned by New Zealand in ST/SG/SER.E/1166.,Link
2023-197A,,YAOGAN-41 ,China,12/15/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,????,The registration submission for this space object is presently being processed by the United Nations Secretariat.,
[2023-195A],, [REUSABLE EXPERIMIENTAL SPACECRAFT],[China],[2023-12-14],,No,,,[recovered],[2024-09-06],------,Not registered with the United Nations.,
2023-185M,ALISIO-1 / Nº 035,ALISIO-1 ,Spain,[2023-12-12],,Yes,ST/SG/SER.E/1234,ST/SG/SER.E/1228,in orbit,,Observation of the Earth’s surface,Date of launch is date of deployment from ION SCV-015 (international designator 2023-185H). Mentioned by Italy in ST/SG/SER.E/1228.,
2023-194,,YAOGAN-39 05C ,China,12/10/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,????,The registration submission for this space object is presently being processed by the United Nations Secretariat. International Designator pending assignment.,
2023-194,,YAOGAN-39 05B ,China,12/10/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,????,The registration submission for this space object is presently being processed by the United Nations Secretariat. International Designator pending assignment.,
2023-194,,YAOGAN-39 05B ,China,12/10/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,????,The registration submission for this space object is presently being processed by the United Nations Secretariat. International Designator pending assignment.,
2023-192C,,Starlink-31036 ,USA,12/8/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-192D,,Starlink-30936 ,USA,12/8/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-192B,,Starlink-31035 ,USA,12/8/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-192A,,Starlink-31012 ,USA,12/8/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-192W,,Starlink-30999 ,USA,12/8/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-192S,,Starlink-31063 ,USA,12/8/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-192T,,Starlink-31016 ,USA,12/8/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-192Q,,Starlink-31057 ,USA,12/8/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-192R,,Starlink-31050 ,USA,12/8/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-192U,,Starlink-31053 ,USA,12/8/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-192X,,Starlink-31046 ,USA,12/8/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-192P,,Starlink-31048 ,USA,12/8/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-192V,,Starlink-31056 ,USA,12/8/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-192L,,Starlink-31045 ,USA,12/8/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-192G,,Starlink-31041 ,USA,12/8/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-192E,,Starlink-31032 ,USA,12/8/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-192J,,Starlink-31055 ,USA,12/8/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-192M,,Starlink-31030 ,USA,12/8/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-192N,,Starlink-31049 ,USA,12/8/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-192H,,Starlink-31014 ,USA,12/8/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-192K,,Starlink-31019 ,USA,12/8/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-192F,,Starlink-31037 ,USA,12/8/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-193B,,Hongqing ,China,12/8/2023,,Yes,ST/SG/SER.E/1237,,[decayed],[2025-03-04],Space science experiments and technology verification,The registration submission for this space object is presently being processed by the United Nations Secretariat.,
2023-193A,,Tianyi 33 (TY-33) ,China,12/8/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,Space science experiments and technology verification,The registration submission for this space object is presently being processed by the United Nations Secretariat.,
2023-193C,,Honghu-02 ,China,12/8/2023,,Yes,ST/SG/SER.E/1237,,deorbited,4/22/2025,"Testing new solar-cell, energy-system and propulsion-system technologies, etc.",The registration submission for this space object is presently being processed by the United Nations Secretariat.,
2023-191J,,Starlink-31028 ,USA,12/7/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-191H,,Starlink-31017 ,USA,12/7/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-191C,,Starlink-30989 ,USA,12/7/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-191D,,Starlink-30968 ,USA,12/7/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
