International Designator,National Designator,Name of Space Object,State/Organization,Date of Launch,GSO Location,UN Registered,Registration Document,Other Documents,Status,Date of Decay or Change,Function of Space Object,Secretariat`s Remarks,External website
2023-191E,,Starlink-30982 ,USA,12/7/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-191F,,Starlink-30998 ,USA,12/7/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-191G,,Starlink-30983 ,USA,12/7/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-191A,,Starlink-31026 ,USA,12/7/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-191B,,Starlink-31020 ,USA,12/7/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-191W,,Starlink-31004 ,USA,12/7/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-191X,,Starlink-30988 ,USA,12/7/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-191U,,Starlink-31013 ,USA,12/7/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-191Y,,Starlink-31009 ,USA,12/7/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-191V,,Starlink-31001 ,USA,12/7/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-191R,,Starlink-30932 ,USA,12/7/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-191K,,Starlink-31011 ,USA,12/7/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-191S,,Starlink-30992 ,USA,12/7/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-191P,,Starlink-31015 ,USA,12/7/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-191L,,Starlink-31021 ,USA,12/7/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-191Q,,Starlink-31023 ,USA,12/7/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-191T,,Starlink-30948 ,USA,12/7/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-191M,,Starlink-31010 ,USA,12/7/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-191N,,Starlink-31003 ,USA,12/7/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-190A,,"CSCN-A0004 [(SATELLITE INTERNET TECHNOLOGY TEST SATELLITE, CHUANG XIN 19 (CX-19))]",China,12/5/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,????????,The registration submission for this space object is presently being processed by the United Nations Secretariat. Date of launch is 2023-12-05 using UTC.,
[2023-185Q],, [UNICORN-2M],[(for Germany)],[2023-12-05],,No,,ST/SG/SER.E/1228,[in orbit],,------,Not registered with the United Nations. Date of launch is approximate date of deployment from ION SCV-015 (international designator 2023-185H). Mentioned by Italy in ST/SG/SER.E/1228.,
[2023-188A],,SS-20000 [DOORY SAT],Republic of Korea,12/4/2023,,Yes,ST/SG/SER.E/1182,,in orbit,,Terrain monitoring and securing the ability to operate a synthetic aperture radar (SAR) satellite,------,
2023-187B,,MISRSAT 2 ,Egypt,12/4/2023,,Yes,A/AC.105/INF/461,,in orbit,,Earth observation,------,
2023-189B,,Xingchi-01A ,China,12/4/2023,,Yes,ST/SG/SER.E/1237,,decayed,12/5/2024,Integrated remote sensing satellite,The registration submission for this space object is presently being processed by the United Nations Secretariat. International Designator provided by the State of registry. Date of launch is 2023-12-04 using UTC.,
2023-187A,,Xingchi1-02A [(STARPOOL 02-A)],China,12/4/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,Integrated remote sensing satellite,The registration submission for this space object is presently being processed by the United Nations Secretariat.,
[2023-189*],, [CHINA],[China],[2023-12-04],,No,,,[in orbit],,------,Not registered with the United Nations. International Designator pending assignment. Date of launch is 2023-12-04 using UTC.,
2023-187C,,Xingchi1-02B [(STARPOOL 02-B)],China,12/4/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,Integrated remote sensing satellite,The registration submission for this space object is presently being processed by the United Nations Secretariat.,
2023-186D,,Starlink-30980 ,USA,12/3/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-03 using UTC.,
2023-186B,,Starlink-30995 ,USA,12/3/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-03 using UTC.,
2023-186E,,Starlink-30965 ,USA,12/3/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-03 using UTC.,
2023-186C,,Starlink-30941 ,USA,12/3/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-03 using UTC.,
2023-186A,,Starlink-30947 ,USA,12/3/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-03 using UTC.,
2023-186L,,Starlink-30994 ,USA,12/3/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-03 using UTC.,
2023-186J,,Starlink-30956 ,USA,12/3/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-03 using UTC.,
2023-186H,,Starlink-30984 ,USA,12/3/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-03 using UTC.,
2023-186K,,Starlink-30997 ,USA,12/3/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-03 using UTC.,
2023-186M,,Starlink-30991 ,USA,12/3/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-03 using UTC.,
2023-186N,,Starlink-30979 ,USA,12/3/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-03 using UTC.,
2023-186F,,Starlink-30990 ,USA,12/3/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-03 using UTC.,
2023-186P,,Starlink-31005 ,USA,12/3/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-03 using UTC.,
2023-186Q,,Starlink-30987 ,USA,12/3/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-03 using UTC.,
2023-186R,,Starlink-31000 ,USA,12/3/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-03 using UTC.,
2023-186W,,Starlink-30985 ,USA,12/3/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-03 using UTC.,
2023-186U,,Starlink-30953 ,USA,12/3/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-03 using UTC.,
2023-186T,,Starlink-30978 ,USA,12/3/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-03 using UTC.,
2023-186X,,Starlink-30981 ,USA,12/3/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-03 using UTC.,
2023-186Y,,Starlink-31002 ,USA,12/3/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-03 using UTC.,
2023-186V,,Starlink-30986 ,USA,12/3/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-03 using UTC.,
2023-186G,,Starlink-30974 ,USA,12/3/2023,,Yes,ST/SG/SER.E/1188,ST/SG/SER.E/1242,[deorbited],11/7/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-03 using UTC.,
2023-186S,,Starlink-30993 ,USA,12/3/2023,,Yes,ST/SG/SER.E/1188,ST/SG/SER.E/1228,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-03 using UTC.,
2023-174DD,,TIME WE'LL TELL ,USA,12/2/2023,,Yes,ST/SG/SER.E/1195,ST/SG/SER.E/1249,decayed,12/2/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is approximate date of deployment from IMPULSE-1 MIRA (international designator 2023-174AX).,
[2023-185F],, [LILIUM 1],[(for Taiwan Province of China)],[2023-12-01],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2023-185B],, [KORSAT 7],[(for Republic of Korea)],[2023-12-01],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2023-185G],, [SPIRIT],[(for Australia)],[2023-12-01],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2023-185E],, [UHETSAT],[(for Italy)],[2023-12-01],,No,,,[in orbit],,------,Not registered with the United Nations.,
[2023-001DF],, [ASTROCAST 0401],[(for Switzerland)],[2023-12-01],,No,,,[in orbit],,------,Not registered with the United Nations. Date of launch is date of deployment from ION SCV-008 (2023-001AU).,
[2023-001DG],, [ASTROCAST 0403],[(for Switzerland)],[2023-12-01],,No,,,[in orbit],,------,Not registered with the United Nations. Date of launch is date of deployment from ION SCV-008 (2023-001AU).,
[2023-001DH],, [ASTROCAST 0404],[(for Switzerland)],[2023-12-01],,No,,,[in orbit],,------,Not registered with the United Nations. Date of launch is date of deployment from ION SCV-008 (2023-001AU).,
[2023-001DE],, [ASTROCAST 0402],[(for Switzerland)],[2023-12-01],,No,,,[in orbit],,------,Not registered with the United Nations. Date of launch is date of deployment from ION SCV-008 (2023-001AU).,
2023-185K,2,Hayasat-1 ,Armenia,12/1/2023,,Yes,ST/SG/SER.E/1187,,in orbit,,"Hayasat-1 is an educational and technology demonstration mission. Within implementation of the mission, space engineering (from satellite component testing to satellite integration) has been enhanced and satellite operation capabilities will be developed. The communication system of Hayasat-1 transmits a part from the ""Praise of the Partridge"" song composed by eminent Armenian musicologist Komitas, who is considered the founder of the Armenian national school of music. The satellite also carries an internally developed and manufactured secondary payload, measurements of which will provide data on the satellite's rotations, position and motion.",International Designator provided by the State of registry.,
[2023-184A],3693-2023-019,Progress MS-25 ,Russian Federation,12/1/2023,,Yes,ST/SG/SER.E/1165,,[deorbited],[2024-05-28],"Delivery to the International Space Station of fuel, water, oxygen, air, food, scientific equipment and other consumable materials required for the crew, scientific experiments and operation of the Station",------,
2023-185L,2023IE001,EIRSAT-1 ,Ireland,12/1/2023,,Yes,A/AC.105/INF/460,,in orbit,,"2U educational and scientific CubeSat from University College Dublin (UCD), Ireland. The three payloads are a gamma-ray detector, a material science temperature experiment and an attitude control algorithm testbed. Also includes UCD-designed and built ultra-high frequency (UHF) and very-high frequency (VHF) Antenna Deployment Module",International designator provided by the State of registry.,
2023-185A,,GNOMES-4 ,USA,12/1/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-185D,,Bane ,USA,12/1/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-185J,,ENSO ,France,12/1/2023,,Yes,ST/SG/SER.E/1193,,in orbit,,Monitoring of solar activity,------,
2023-185C,,KOYOH ,Japan,12/1/2023,,Yes,ST/SG/SER.E/1240,,in orbit,,"KOYOH observes celestial transient sources such as the Gamma-ray burst with the gravitational wave by X-ray imaging with the Wide Field of View X-ray imager, identifies the event time and the direction, and notifies the information immediately to the ground observatories in the world.",The registration submission for this space object is presently being processed by the United Nations Secretariat.,Link
2023-185H,,ION SCV-0015 Daring Diego ,Italy,[2023-12-01],,Yes,ST/SG/SER.E/1228,,in orbit,,"Commercial / Operations. ION SCV-0015 Daring Diego is the 15th commercial mission of a proprietary orbital transfer vehicle (OTV) ION Satellite Carrier (ION). ION SCV-0015 Daring Diego is a versatile and cost-effective OTV designed to precisely deploy satellites and perform orbital demonstrations of third-party payloads hosted onboard. CubeSats deployed: Deimos ALISIO-1, AlbaOrbital pocket cubesat2 (that released Unicorn-2N and MDQUBESAT-2), AlbaOrbital pocket cubesat1 (that released Unicorn-2M, Unicorn-2L), Tuberlin NanoFF cubesat2, Tuberlin NanoFF cubesat1.",------,Link
[2023-185R],, [UNICORN-2L],[(for Germany)],[2023-12-01],,No,,ST/SG/SER.E/1228,[in orbit],,------,Not registered with the United Nations. Date of launch is approximate date of deployment from ION SCV-015 (international designator 2023-185H). Mentioned by Italy in ST/SG/SER.E/1228.,
[2023-174*],, [PICO IOT 4 (PICO 1A-4)],[(for Italy)],[2023-11-29],,No,,,[in orbit],,,Not registered with the United Nations. International Designator pending assignment. Date of launch is approximate date of deployment from ION SCV-013 (international designator 2023-174AW).,
[2023-174*],, [PICO IOT 6 (PICO 1A-6)],[(for Italy)],[2023-11-29],,No,,,[in orbit],,,Not registered with the United Nations. International Designator pending assignment. Date of launch is approximate date of deployment from ION SCV-013 (international designator 2023-174AW).,
[2023-174*],, [PICO IOT 7 (PICO 1A-7)],[(for Italy)],[2023-11-29],,No,,,[in orbit],,,Not registered with the United Nations. International Designator pending assignment. Date of launch is approximate date of deployment from ION SCV-013 (international designator 2023-174AW).,
[2023-174*],, [PICO IOT 8 (PICO 1A-8)],[(for Italy)],[2023-11-29],,No,,,[in orbit],,,Not registered with the United Nations. International Designator pending assignment. Date of launch is approximate date of deployment from ION SCV-013 (international designator 2023-174AW).,
[2023-174CC],, [PICO IOT 5 (PICO 1A-5)],[(for Italy)],[2023-11-29],,No,,,[in orbit],,,Not registered with the United Nations. International Designator pending assignment. Date of launch is approximate date of deployment from ION SCV-013 (international designator 2023-174AW).,
[2023-174BY],, [PICO IOT 3 (PICO 1A-3)],[(for Italy)],[2023-11-29],,No,,,[in orbit],,,Not registered with the United Nations. Date of launch is approximate date of deployment from ION SCV-013 (international designator 2023-174AW).,
[2023-174AH],, [PICO IOT 9 (PICO 1A-9)],[(for Italy)],[2023-11-29],,No,,,[in orbit],,,Not registered with the United Nations.Date of launch is approximate date of deployment from ION SCV-013 (international designator 2023-174AW).,
[2023-174CT],, [PICO IOT 2 (PICO 1A-2)],[(for Italy)],[2023-11-29],,No,,,[in orbit],,,Not registered with the United Nations. Date of launch is approximate date of deployment from ION SCV-013 (international designator 2023-174AW).,
[2023-174CV],, [PICO IOT 1 (PICO 1A-1)],[(for Italy)],[2023-11-29],,No,,,[in orbit],,,Not registered with the United Nations. Date of launch is approximate date of deployment from ION SCV-013 (international designator 2023-174AW).,
[2023-174CU],, [PICO IOT 6 (PICO 1A-6)],[(for Italy)],[2023-11-29],,No,,,[in orbit],,,Not registered with the United Nations. Date of launch is approximate date of deployment from ION SCV-013 (international designator 2023-174AW).,
[2023-174DA],, [UNICORN 2K],[(for Germany)],[2023-11-29],,No,,ST/SG/SER.E/1228,[decayed],[2024-06-26],,Not registered with the United Nations. Date of launch is approximate date of deployment from ION SCV-013 (international designator 2023-174AW). Mentioned by Italy in ST/SG/SER.E/1228.,
2023-183A,,Starlink-30869 ,USA,11/28/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-183B,,Starlink-30969 ,USA,11/28/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-183C,,Starlink-30951 ,USA,11/28/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-183D,,Starlink-30950 ,USA,11/28/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-183G,,Starlink-308971 ,USA,11/28/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-183E,,Starlink-30942 ,USA,11/28/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-183H,,Starlink-30963 ,USA,11/28/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-183J,,Starlink-30961 ,USA,11/28/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-183L,,Starlink-30976 ,USA,11/28/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-183M,,Starlink-30926 ,USA,11/28/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-183N,,Starlink-30943 ,USA,11/28/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-183K,,Starlink-30975 ,USA,11/28/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-183F,,Starlink-30959 ,USA,11/28/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-183S,,Starlink-30957 ,USA,11/28/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-183Q,,Starlink-30944 ,USA,11/28/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-183R,,Starlink-30928 ,USA,11/28/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-183V,,Starlink-30960 ,USA,11/28/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-183T,,Starlink-30966 ,USA,11/28/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-183U,,Starlink-30935 ,USA,11/28/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-183W,,Starlink-30958 ,USA,11/28/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-183X,,Starlink-30962 ,USA,11/28/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-183P,,Starlink-30946 ,USA,11/28/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-183Y,,Starlink-30977 ,USA,11/28/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
[2023-174CY],, [HADES D],[(for Spain)],[2023-11-28],,No,,ST/SG/SER.E/1228,[decayed],[2024-11-13],,Not registered with the United Nations. Date of launch is approximate date of deployment from ION SCV-013 (international designator 2023-174AW). Mentioned by Italy in ST/SG/SER.E/1228.,
[2023-182A],3692-2023-018,Cosmos 2572 ,Russian Federation,11/25/2023,,Yes,ST/SG/SER.E/1164,,in orbit,,Intended for assignments on behalf of the Ministry of Defence of the Russian Federation,------,
[2023-174CW],, [INTUITION 1],[(for Poland)],[2023-11-24],,No,,ST/SG/SER.E/1228,[in orbit],,,Not registered with the United Nations. Date of launch is approximate date of deployment from ION SCV-013 (international designator 2023-174AW). Mentioned by Italy in ST/SG/SER.E/1228.,
[2023-174CX],, [UNICORN-2J],[(for Germany)],[2023-11-24],,No,,ST/SG/SER.E/1228,[in orbit],,,Not registered with the United Nations. Date of launch is approximate date of deployment from ION SCV-013 (international designator 2023-174AW). Mentioned by Italy in ST/SG/SER.E/1228.,
2023-181B,,CSCN-B0005 [CHUANG XIN 20B (CX-20B)],China,11/23/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,????????,The registration submission for this space object is presently being processed by the United Nations Secretariat.,
2023-181C,,CSCN-B0006 [CHUANG XIN 20C (CX-20C)],China,11/23/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,????????,The registration submission for this space object is presently being processed by the United Nations Secretariat.,
2023-181A,,CSCN-B0004 [CHUANG XIN 20A (CX-20A)],China,11/23/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,????????,The registration submission for this space object is presently being processed by the United Nations Secretariat.,
2023-180C,,Starlink-30876 ,USA,11/22/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-180E,,Starlink-30925 ,USA,11/22/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-180G,,Starlink-30906 ,USA,11/22/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-180B,,Starlink-30844 ,USA,11/22/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-180D,,Starlink-30952 ,USA,11/22/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-180F,,Starlink-30954 ,USA,11/22/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-180H,,Starlink-30940 ,USA,11/22/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-180K,,Starlink-30919 ,USA,11/22/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-180J,,Starlink-30933 ,USA,11/22/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-180Q,,Starlink-30967 ,USA,11/22/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-180N,,Starlink-30922 ,USA,11/22/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-180L,,Starlink-30924 ,USA,11/22/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-180M,,Starlink-30931 ,USA,11/22/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-180P,,Starlink-30949 ,USA,11/22/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-180T,,Starlink-30917 ,USA,11/22/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-180U,,Starlink-30899 ,USA,11/22/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-180S,,Starlink-30895 ,USA,11/22/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-180R,,Starlink-30955 ,USA,11/22/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-180W,,Starlink-30912 ,USA,11/22/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-180Y,,Starlink-30908 ,USA,11/22/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-180X,,Starlink-30900 ,USA,11/22/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-180V,,Starlink-30902 ,USA,11/22/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-180A,,Starlink-30964 ,USA,11/22/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
[2023-179A],, [MALLIGYONG 1],[Democratic People's Republic of Korea],[2023-11-21],,No,,,[in orbit],,------,Not registered with the United Nations.,
2023-178N,,Starlink-30929 ,USA,11/20/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-178Q,,Starlink-30913 ,USA,11/20/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-178H,,Starlink-30923 ,USA,11/20/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-178J,,Starlink-30927 ,USA,11/20/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-178K,,Starlink-30921 ,USA,11/20/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-178M,,Starlink-30930 ,USA,11/20/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-178P,,Starlink-30898 ,USA,11/20/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2023-178L,,Starlink-30825 ,USA,11/20/2023,,Yes,ST/SG/SER.E/1186,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
