,,,,,,,,,,,,,
International Designator,National Designator,Name of Space Object,State/Organization,Date of Launch,GSO Location,UN Registered,Registration Document,Other Documents,Status,Date of Decay or Change,Function of Space Object,Secretariat`s Remarks,External website
2020-088R,,Starlink 1849 ,USA,11/25/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1302,[deorbited],6/4/2025,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2020-087A,,Chang'E 5 [CHANG'E 5 ORBITER],China,11/23/2020,,Yes,ST/SG/SER.E/1033,,[in Sun L1],,Deep-space exploration,------,
[2020-087*],, [CHANG'E 5 LANDER],[China],[2020-11-23],,No,,,[on Moon],,------,Not registered with the United Nations. International Designator pending assignment.,
[2020-086A],, [S6 MICHAEL FREILICH],[(for ESA)],[2020-11-21],,No,,,[in orbit],,------,Not registered with the United Nations.,
2020-085AG,NZ-2020-33,SpaceBEENZ 1 ,New Zealand,11/20/2020,,Yes,ST/SG/SER.E/976,ST/SG/SER.E/1138,[decayed],3/7/2023,Technology demonstration/communications,------,Link
2020-085P,NZ-2020-38,SpaceBEENZ 6 ,New Zealand,11/20/2020,,Yes,ST/SG/SER.E/976,ST/SG/SER.E/1138,[decayed],4/12/2023,Technology demonstration/communications,------,Link
2020-085AE,NZ-2020-34,SpaceBEENZ 2 ,New Zealand,11/20/2020,,Yes,ST/SG/SER.E/976,ST/SG/SER.E/1138,[decayed],3/15/2023,Technology demonstration/communications,------,Link
2020-085K,NZ-2020-35,SpaceBEENZ 3 ,New Zealand,11/20/2020,,Yes,ST/SG/SER.E/976,ST/SG/SER.E/1138,[decayed],[2023-03-22],Technology demonstration/communications,------,Link
2020-085L,NZ-2020-36,SpaceBEENZ 4 ,New Zealand,11/20/2020,,Yes,ST/SG/SER.E/976,ST/SG/SER.E/1138,[decayed],3/28/2023,Technology demonstration/communications,------,Link
2020-085N,NZ-2020-37,SpaceBEENZ 5 ,New Zealand,11/20/2020,,Yes,ST/SG/SER.E/976,ST/SG/SER.E/1138,[decayed],4/5/2023,Technology demonstration/communications,------,Link
2020-085D,NZ-2020-27,APSS 1 QuakeTEC ,New Zealand,11/20/2020,,Yes,ST/SG/SER.E/1040,ST/SG/SER.E/1190,[decayed],1/30/2024,Payload - technology demonstration,------,
2020-085AA,,Spacebee 22 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1086,decayed,10/22/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,
,,,,,,,,ST/SG/SER.E/976,,,,,
,,,,,,,,ST/SG/SER.E/1089,,,,,
2020-085G,,Spacebee 36 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1086,decayed,10/29/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,
,,,,,,,,ST/SG/SER.E/976,,,,,
,,,,,,,,ST/SG/SER.E/1089,,,,,
2020-085AH,,Spacebee 23 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1086,decayed,10/28/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,
,,,,,,,,ST/SG/SER.E/976,,,,,
,,,,,,,,ST/SG/SER.E/1089,,,,,
2020-085F,,Spacebee 35 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1086,decayed,10/22/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,
,,,,,,,,ST/SG/SER.E/976,,,,,
,,,,,,,,ST/SG/SER.E/1089,,,,,
2020-085E,,Spacebee 34 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1086,decayed,10/12/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,
,,,,,,,,ST/SG/SER.E/976,,,,,
,,,,,,,,ST/SG/SER.E/1089,,,,,
2020-085AF,,Spacebee 39 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1091,decayed,11/29/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,
,,,,,,,,ST/SG/SER.E/976,,,,,
,,,,,,,,ST/SG/SER.E/1089,,,,,
2020-085J,,Spacebee 38 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1091,decayed,11/18/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,
,,,,,,,,ST/SG/SER.E/976,,,,,
,,,,,,,,ST/SG/SER.E/1089,,,,,
2020-085H,,Spacebee 37 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1091,decayed,11/18/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,
,,,,,,,,ST/SG/SER.E/976,,,,,
,,,,,,,,ST/SG/SER.E/1089,,,,,
2020-085AD,,Spacebee 26  ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1091,decayed,11/16/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,
,,,,,,,,ST/SG/SER.E/976,,,,,
,,,,,,,,ST/SG/SER.E/1089,,,,,
2020-085AB,,Dragracer 1 (Alchemy) ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1024,decayed,7/19/2021,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 & ST/SG/SER.E/1040.,
,,,,,,,,ST/SG/SER.E/976,,,,,
,,,,,,,,ST/SG/SER.E/1040,,,,,
2020-085T,,SpaceBEE 32 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1096,decayed,12/14/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Name of space object amended by State of registry in ST/SG/SER.E/1041. Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,
,,,,,,,,ST/SG/SER.E/1041,,,,,
,,,,,,,,ST/SG/SER.E/976,,,,,
,,,,,,,,ST/SG/SER.E/1089,,,,,
2020-085S,,SpaceBEE 29 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1091,decayed,11/24/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Name of space object amended by State of registry in ST/SG/SER.E/1041. Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,
,,,,,,,,ST/SG/SER.E/1041,,,,,
,,,,,,,,ST/SG/SER.E/976,,,,,
,,,,,,,,ST/SG/SER.E/1089,,,,,
2020-085W,,SpaceBEE 30 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1091,decayed,11/29/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Name of space object amended by State of registry in ST/SG/SER.E/1041. Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,
,,,,,,,,ST/SG/SER.E/1041,,,,,
,,,,,,,,ST/SG/SER.E/976,,,,,
,,,,,,,,ST/SG/SER.E/1089,,,,,
2020-085Y,,Spacebee 25 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1086,decayed,10/27/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,
,,,,,,,,ST/SG/SER.E/976,,,,,
,,,,,,,,ST/SG/SER.E/1089,,,,,
2020-085U,,Spacebee 31 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1096,decayed,12/3/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,
,,,,,,,,ST/SG/SER.E/976,,,,,
,,,,,,,,ST/SG/SER.E/1089,,,,,
2020-085X,,Spacebee 27 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1091,decayed,11/5/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,
,,,,,,,,ST/SG/SER.E/976,,,,,
,,,,,,,,ST/SG/SER.E/1089,,,,,
2020-085V,,Spacebee 28 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1091,decayed,11/21/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,
,,,,,,,,ST/SG/SER.E/976,,,,,
,,,,,,,,ST/SG/SER.E/1089,,,,,
2020-085Z,,Spacebee 24 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1091,decayed,11/16/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1089.,
,,,,,,,,ST/SG/SER.E/976,,,,,
,,,,,,,,ST/SG/SER.E/1089,,,,,
2020-085R,,Spacebee 33 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1096,decayed,12/14/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976.,
,,,,,,,,ST/SG/SER.E/976,,,,,
2020-085C,,Corvus BC5 ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1213,decayed,3/28/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 & ST/SG/SER.E/1190.,
,,,,,,,,ST/SG/SER.E/976,,,,,
,,,,,,,,ST/SG/SER.E/1190,,,,,
2020-085AC,,Dragracer 2 (Augury)  ,USA,11/20/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/976,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976.,
2020-085Q,,BRO 3 ,France,11/20/2020,,Yes,ST/SG/SER.E/982,ST/SG/SER.E/1273,[decayed],1/23/2024,Unseenlabs maritime surveillance,Mentioned by New Zealand in ST/SG/SER.E/976 & ST/SG/SER.E/1190.,
,,,,,,,,ST/SG/SER.E/976,,,,,
,,,,,,,,ST/SG/SER.E/1190,,,,,
2020-085M,,BRO 2 ,France,11/20/2020,,Yes,ST/SG/SER.E/982,ST/SG/SER.E/1273,[decayed],11/27/2024,Unseenlabs maritime surveillance,Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1245.,
,,,,,,,,ST/SG/SER.E/976,,,,,
,,,,,,,,ST/SG/SER.E/1245,,,,,
2020-084A,,Dragon Resilience ,USA,11/16/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1010,[recovered],5/2/2021,Reusable space transportation systems,Notification by Australia under the Rescue Agreement of the recovery of three component parts of the trunk section of the space object in A/AC.105/1281.,
,,,,,,,,A/AC.105/1281,,,,,
2020-083A,,USA 310 ,USA,11/13/2020,,Yes,ST/SG/SER.E/967,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2020-082A,,Tiantong 1 ,China,11/12/2020,,Yes,ST/SG/SER.E/1033,,in GSO,,Communications satellite,------,
2020-081C,,KSM1 c ,Luxembourg,11/7/2020,,Yes,ST/SG/SER.E/1043,A/AC.105/INF/445,in orbit,,Passive geolocation of radio transmissions in order to provide radio frequency scouting data in relation to maritime activities,Previously registered under resolution 1721B (XVI) in A/AC.105/INF/445.,
,,,,,,,,ST/SG/SER.E/1139,,,,,
2020-081B,,KSM1 d ,Luxembourg,11/7/2020,,Yes,ST/SG/SER.E/1043,A/AC.105/INF/445,in orbit,,Passive geolocation of radio transmissions in order to provide radio frequency scouting data in relation to maritime activities,Previously registered under resolution 1721B (XVI) in A/AC.105/INF/445.,
,,,,,,,,ST/SG/SER.E/1139,,,,,
2020-081K,,KSM1 b ,Luxembourg,11/7/2020,,Yes,ST/SG/SER.E/1043,A/AC.105/INF/445,in orbit,,Passive geolocation of radio transmissions in order to provide radio frequency scouting data in relation to maritime activities,Previously registered under resolution 1721B (XVI) in A/AC.105/INF/445.,
,,,,,,,,ST/SG/SER.E/1139,,,,,
2020-081H,,KSM1 a ,Luxembourg,11/7/2020,,Yes,ST/SG/SER.E/1043,A/AC.105/INF/445,in orbit,,Passive geolocation of radio transmissions in order to provide radio frequency scouting data in relation to maritime activities,Previously registered under resolution 1721B (XVI) in A/AC.105/INF/445.,
,,,,,,,,ST/SG/SER.E/1139,,,,,
2020-080A,,Tianqi 11 ,China,11/7/2020,,Yes,ST/SG/SER.E/1033,,in orbit,,The Apocalypse Constellation 11 is equipped with a multiband Internet of things payload system that will provide support for users to conduct narrow-band space-based Internet of things business-level scenario applications,------,
2020-081F,,Lemur 2 Wallace ,USA,11/7/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1229,decayed,9/13/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2020-081E,,Lemur 2 Jindra ,USA,11/7/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1229,decayed,9/4/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
[2020-081J],, [R2],[(for Lithuania)],[2020-11-07],,No,,,[in orbit],,------,Not registered with the United Nations.,
2020-081A,,EOS 01 [(RISAT 2BR2)],India,11/7/2020,,Yes,ST/SG/SER.E/1005,,in orbit,,Earth observation,------,
2020-081G,,Lemur 2 Jeremiah ,USA,11/7/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1242,decayed,11/5/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2020-081D,,Lemur 2 Ozarak ,USA,11/7/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1239,decayed,10/14/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2020-079L,,Tianyan 05 [UESTC TEST SATELLITE],China,11/6/2020,,Yes,ST/SG/SER.E/1033,,[decayed],[2023-08-08],Remote-sensing imaging satellite,------,
2020-079E,2020-079E,Nusat 14  [(HEDY)],Uruguay,11/6/2020,,Yes,ST/SG/SER.E/998,,[decayed],[2023-09-06],Earth observation,------,
2020-079N,,BY70-3 ,China,11/6/2020,,Yes,ST/SG/SER.E/1033,,in orbit,,Popularize space science education and scientific experiments,------,
2020-079D,2020-079D,Nusat 15  [(KATHERINE)],Uruguay,11/6/2020,,Yes,ST/SG/SER.E/998,,[decayed],[2023-09-19],Earth observation,------,
2020-079A,2020-079A,Nusat 12  [(DOROTHY)],Uruguay,11/6/2020,,Yes,ST/SG/SER.E/998,,[decayed],[2023-09-28],Earth observation,------,
2020-079P,2020-079P,Nusat 16 [(LISE)],Uruguay,11/6/2020,,Yes,ST/SG/SER.E/998,,[decayed],[2023-09-22],Earth observation,------,
2020-079B,,Nusat 9  [(ALICE)],Uruguay,11/6/2020,,Yes,ST/SG/SER.E/998,,[decayed],[2023-10-04],Earth observation,------,
2020-079J,2020-079J,Nusat 17 [(MARY)],Uruguay,11/6/2020,,Yes,ST/SG/SER.E/998,,[decayed],[2023-10-13],Earth observation,------,
2020-079C,2020-079C,Nusat 11  [(CORA)],Uruguay,11/6/2020,,Yes,ST/SG/SER.E/998,,[decayed],[2023-10-11],Earth observation,------,
2020-079K,2020-079K,Nusat 18 [(VERA)],Uruguay,11/6/2020,,Yes,ST/SG/SER.E/998,,[decayed],[2023-10-21],Earth observation,------,
2020-079G,2020-079G,Nusat 13  [(EMMY)],Uruguay,11/6/2020,,Yes,ST/SG/SER.E/998,,[decayed],[2023-10-21],Earth observation,------,
2020-079M,,Beihangkongshi 1 ,China,11/6/2020,,Yes,ST/SG/SER.E/1033,,[decayed],[2023-12-05],Used for space science experiments and technological verification,------,
2020-079F,2020-079F,Nusat 10  [(CAROLINE)],Uruguay,11/6/2020,,Yes,ST/SG/SER.E/998,,[decayed],[2023-10-31],Earth observation,------,
1998-067RX,,DESCENT ,Canada,11/5/2020,,Yes,ST/SG/SER.E/996,,[decayed],[2022-06-19],"The DESCENT mission will demonstrate the ability to de-orbit spacecraft using an electrodynamic tether. It consists of two 1U cubesats attached with a 100 m long tether. Once in space, the two cubes will separate and expedite the time of de-orbit",Date of launch used in the Online Index is date of deployment,
1998-067RT,,NEUTRON 1 ,USA,11/5/2020,,Yes,ST/SG/SER.E/1058,ST/SG/SER.E/1076,decayed,6/25/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is date of deployment from the ISS.,
1998-067RR,,SPOC ,USA,11/5/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1076,decayed,6/25/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is date of deployment from the ISS.,
1998-067RS,,Bobcat 1 ,USA,11/5/2020,,Yes,ST/SG/SER.E/967,ST/SG/SER.E/1071,decayed,4/9/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is date of deployment from the ISS.,
2020-078A,,Navstar 80 (USA 309) ,USA,11/5/2020,,Yes,ST/SG/SER.E/967,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
[1998-067R*],, [SAT LLA],[(for Israel)],[2020-11-05],,No,,,[in orbit],,------,Not registered with the United Nations. International Designator pending assignment. Date of launch is date of deployment from the ISS.,
1998-067RW,,"FM137, LEMUR 2 Baxter-Oliver, LEMUR 2 v4.7 ",Luxembourg,11/5/2020,,Yes,ST/SG/SER.E/1043,A/AC.105/INF/445,[decayed],[2021-12-20],Earth exploration and meteorology; testing of inter-satellite links,Previously registered under resolution 1721B (XVI) in A/AC.105/INF/445. Date of launch is date of deployment from the ISS.,
1998-067RU,,"FM142, LEMUR 2 Djara, LEMUR 2 V4.8 ",Luxembourg,11/5/2020,,Yes,ST/SG/SER.E/1043,A/AC.105/INF/445,in orbit,,"Earth exploration and meteorology (AIS, ADS-B, GNSS-RO/R)",Previously registered under resolution 1721B (XVI) in A/AC.105/INF/445. Date of launch is date of deployment from the ISS.,
2020-077H,,Flock EP 2 ,USA,10/28/2020,,Yes,ST/SG/SER.E/964,ST/SG/SER.E/1186,decayed,11/1/2023,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 and ST/SG/SER.E/1166.,
,,,,,,,,ST/SG/SER.E/976,,,,,
,,,,,,,,ST/SG/SER.E/1166,,,,,
2020-077J,,Flock EP 4 ,USA,10/28/2020,,Yes,ST/SG/SER.E/964,ST/SG/SER.E/1186,decayed,11/25/2023,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976.,
,,,,,,,,ST/SG/SER.E/976,,,,,
2020-077A,,Flock EP 1 ,USA,10/28/2020,,Yes,ST/SG/SER.E/964,ST/SG/SER.E/1188,decayed,12/8/2023,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976.,
,,,,,,,,ST/SG/SER.E/976,,,,,
2020-077C,,Flock EP 9 ,USA,10/28/2020,,Yes,ST/SG/SER.E/964,ST/SG/SER.E/1188,decayed,12/12/2023,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976.,
,,,,,,,,ST/SG/SER.E/976,,,,,
2020-077K,,Flock EP 6 ,USA,10/28/2020,,Yes,ST/SG/SER.E/964,ST/SG/SER.E/1188,decayed,12/5/2023,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976.,
,,,,,,,,ST/SG/SER.E/976,,,,,
2020-077B,,Flock EP 7 ,USA,10/28/2020,,Yes,ST/SG/SER.E/964,ST/SG/SER.E/1200,decayed,2/21/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 & ST/SG/SER.E/1190.,
,,,,,,,,ST/SG/SER.E/976,,,,,
,,,,,,,,ST/SG/SER.E/1190,,,,,
2020-077E,,Flock EP 5 ,USA,10/28/2020,,Yes,ST/SG/SER.E/964,ST/SG/SER.E/1213,decayed,3/9/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 & ST/SG/SER.E/1190.,
,,,,,,,,ST/SG/SER.E/976,,,,,
,,,,,,,,ST/SG/SER.E/1190,,,,,
2020-077G,,Flock EP 3 ,USA,10/28/2020,,Yes,ST/SG/SER.E/964,ST/SG/SER.E/1213,decayed,3/5/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 & ST/SG/SER.E/1190.,
,,,,,,,,ST/SG/SER.E/976,,,,,
,,,,,,,,ST/SG/SER.E/1190,,,,,
2020-077D,,Flock EP 8 ,USA,10/28/2020,,Yes,ST/SG/SER.E/964,ST/SG/SER.E/1213,decayed,3/28/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Mentioned by New Zealand in ST/SG/SER.E/976 & ST/SG/SER.E/1190.,
,,,,,,,,ST/SG/SER.E/976,,,,,
,,,,,,,,ST/SG/SER.E/1190,,,,,
2020-077F,,CE-SAT IIB ,Japan,10/28/2020,,Yes,ST/SG/SER.E/1011,ST/SG/SER.E/976,in orbit,,"Earth remote sensing using an ultra-high sensitivity camera that can capture images with a ground-sample-distance (GSD) resolution of 5 metres, a visible-band camera that can capture images with a GSD resolution of 5 metres and a wide-angle camera that can capture images with a GSD resolution of 40 to 120 metres",Mentioned by New Zealand in ST/SG/SER.E/976.,Link
2020-076D,,Tianqi 6 ,China,10/26/2020,,Yes,ST/SG/SER.E/1033,,in orbit,,The Apocalypse Constellation 06 is equipped with a multiband Internet of things payload system that will provide support for users to conduct narrow-band space-based Internet of things business-level scenario applications,------,
2020-076C,,Yaogan 30 W ,China,10/26/2020,,Yes,ST/SG/SER.E/1033,,in orbit,,Remote sensing satellite,------,
2020-076A,,Yaogan 30 U ,China,10/26/2020,,Yes,ST/SG/SER.E/1033,,in orbit,,Remote sensing satellite,------,
2020-076B,,Yaogan 30 V ,China,10/26/2020,,Yes,ST/SG/SER.E/1033,,in orbit,,Remote sensing satellite,------,
[2020-075A],3555-2020-010,Cosmos 2547 (GLONASS-K1 No. 15) ,Russian Federation,10/25/2020,,Yes,ST/SG/SER.E/962,,in orbit,,The dual-use space object is intended to perform tasks on behalf of the Ministry of Defence of the Russian Federation and to support the socioeconomic development of the Russian Federation,------,
2020-074D,,Starlink 1872 ,USA,10/24/2020,,Yes,ST/SG/SER.E/964,ST/SG/SER.E/1130,[deorbited],[2023-04-15],Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2020-074G,,Starlink 1898 ,USA,10/24/2020,,Yes,ST/SG/SER.E/964,ST/SG/SER.E/1091,[deorbited],11/27/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2020-074AP,,Starlink 1946 ,USA,10/24/2020,,Yes,ST/SG/SER.E/964,ST/SG/SER.E/1116,[deorbited],2/5/2023,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2020-074AA,,Starlink 1902 ,USA,10/24/2020,,Yes,ST/SG/SER.E/964,ST/SG/SER.E/1116,[deorbited],2/4/2023,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2020-074AM,,Starlink 1939 ,USA,10/24/2020,,Yes,ST/SG/SER.E/964,,[decayed],[2022-04-16],Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2020-074AW,,Starlink 1851 ,USA,10/24/2020,,Yes,ST/SG/SER.E/964,ST/SG/SER.E/1215,[deorbited],5/20/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2020-074BK,,Starlink 1944 ,USA,10/24/2020,,Yes,ST/SG/SER.E/964,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2020-074J,,Starlink 1908 ,USA,10/24/2020,,Yes,ST/SG/SER.E/964,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2020-074AB,,Starlink 1903 ,USA,10/24/2020,,Yes,ST/SG/SER.E/964,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2020-074AF,,Starlink 1918 ,USA,10/24/2020,,Yes,ST/SG/SER.E/964,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2020-074BC,,Starlink 1930 ,USA,10/24/2020,,Yes,ST/SG/SER.E/964,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2020-074AX,,Starlink 1882 ,USA,10/24/2020,,Yes,ST/SG/SER.E/964,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2020-074AZ,,Starlink 1893 ,USA,10/24/2020,,Yes,ST/SG/SER.E/964,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2020-074BE,,Starlink 1933 ,USA,10/24/2020,,Yes,ST/SG/SER.E/964,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2020-074BF,,Starlink 1934 ,USA,10/24/2020,,Yes,ST/SG/SER.E/964,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2020-074BD,,Starlink 1931 ,USA,10/24/2020,,Yes,ST/SG/SER.E/964,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2020-074M,,Starlink 1915 ,USA,10/24/2020,,Yes,ST/SG/SER.E/964,ST/SG/SER.E/967,[deorbited],11/6/2020,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2020-074P,,Starlink 1921 ,USA,10/24/2020,,Yes,ST/SG/SER.E/964,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2020-074Q,,Starlink 1922 ,USA,10/24/2020,,Yes,ST/SG/SER.E/964,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2020-074F,,Starlink 1894 ,USA,10/24/2020,,Yes,ST/SG/SER.E/964,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2020-074H,,Starlink 1905 ,USA,10/24/2020,,Yes,ST/SG/SER.E/964,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2020-074K,,Starlink 1910 ,USA,10/24/2020,,Yes,ST/SG/SER.E/964,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2020-074L,,Starlink 1911 ,USA,10/24/2020,,Yes,ST/SG/SER.E/964,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2020-074AR,,Starlink 1950 ,USA,10/24/2020,,Yes,ST/SG/SER.E/964,ST/SG/SER.E/967,[deorbited],11/6/2020,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2020-074AU,,Starlink 1834 ,USA,10/24/2020,,Yes,ST/SG/SER.E/964,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
2020-074AV,,Starlink 1835 ,USA,10/24/2020,,Yes,ST/SG/SER.E/964,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,
