International Designator,National Designator,Name of Space Object,State/Organization,Date of Launch,GSO Location,UN Registered,Registration Document,Other Documents,Status,Date of Decay or Change,Function of Space Object,Secretariat`s Remarks,External website,_year
2022-119R,,Starlink 5024?,USA,9/24/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-119T,,Starlink 5022?,USA,9/24/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-119U,,Starlink 4787?,USA,9/24/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-119W,,Starlink 5054?,USA,9/24/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-119Y,,Starlink 5057?,USA,9/24/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-119S,,Starlink 5021?,USA,9/24/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-119V,,Starlink 5003?,USA,9/24/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-119BC,,Starlink 4791?,USA,9/24/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-119F,,Starlink 5041?,USA,9/24/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-119G,,Starlink 5046?,USA,9/24/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-119H,,Starlink 5052?,USA,9/24/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-119J,,Starlink 5043?,USA,9/24/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-119L,,Starlink 5037?,USA,9/24/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-119M,,Starlink 5035?,USA,9/24/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-119N,,Starlink 5044?,USA,9/24/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-119P,,Starlink 5042?,USA,9/24/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-119K,,Starlink 5032?,USA,9/24/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-119AT,,Starlink 5008?,USA,9/24/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-119AU,,Starlink 5009?,USA,9/24/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-119AV,,Starlink 5018?,USA,9/24/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-119AY,,Starlink 4772?,USA,9/24/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-119AZ,,Starlink 4782?,USA,9/24/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-119BA,,Starlink 4775?,USA,9/24/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-119AW,,Starlink 5010?,USA,9/24/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-119BB,,Starlink 5000?,USA,9/24/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-118A,,Shiyan 14?,China,9/24/2022,,Yes,ST/SG/SER.E/1123,,[decayed],[2025-04-23],Test satellite,------,,2022
2022-119BD,,Starlink 4765?,USA,9/24/2022,,Yes,ST/SG/SER.E/1082,ST/SG/SER.E/1270,[deorbited],1/14/2025,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-119X,,Starlink 5063?,USA,9/24/2022,,Yes,ST/SG/SER.E/1082,ST/SG/SER.E/1287,[deorbited],2/27/2025,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
[2022-116A],3617-2022-13,Soyuz MS-22?,Russian Federation,9/21/2022,,Yes,ST/SG/SER.E/1077,ST/SG/SER.E/1109,recovered,3/28/2023,"Delivery to the International Space Station of the crew of Expedition 68, consisting of Sergei Valeryevich Prokopyev (Russian Federation), commander of the crewed transport vehicle, and flight engineer-1 Dmitry Aleksandrovich Petelin (Russian Federation) and flight engineer-2 Francisco Rubio (United States of America)",------,,2022
2022-115A,,Yunhai 1 03?,China,9/20/2022,,Yes,ST/SG/SER.E/1123,,in orbit,,Remote sensing satellite,------,,2022
2022-114E,,Starlink 4713?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,ST/SG/SER.E/1086,[deorbited],10/7/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114U,,Starlink 4778?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114Z,,Starlink 4750?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114S,,Starlink 4737?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114T,,Starlink 4783?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114W,,Starlink 4773?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114X,,Starlink 4784?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114R,,Starlink 4771?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114V,,Starlink 4776?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114Y,,Starlink 4766?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114BD,,Starlink 4810?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114BE,,Starlink 4732?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114BF,,Starlink 4740?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114B,,Starlink 4738?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114C,,Starlink 4758?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114D,,Starlink 4752?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114F,,Starlink 4748?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114BB,,Starlink 4793?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114BC,,Starlink 4789?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114AU,,Starlink 4799?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114AV,,Starlink 4781?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114AX,,Starlink 4788?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114AY,,Starlink 4779?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114BA,,Starlink 4762?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114AK,,Starlink 4755?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114AL,,Starlink 4797?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114AM,,Starlink 4794?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114AN,,Starlink 4800?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114AP,,Starlink 4703?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114AQ,,Starlink 4795?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114AS,,Starlink 4798?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114AT,,Starlink 4790?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114AR,,Starlink 4809?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114L,,Starlink 4760?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114G,,Starlink 4757?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114H,,Starlink 4751?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114J,,Starlink 4756?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114K,,Starlink 4764?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114M,,Starlink 4759?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114P,,Starlink 4649?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114Q,,Starlink 4747?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114N,,Starlink 4761?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114AD,,Starlink 4753?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114AG,,Starlink 4780?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114AH,,Starlink 4770?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114AJ,,Starlink 4767?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114AA,,Starlink 4754?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114AB,,Starlink 4769?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114AC,,Starlink 4745?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114AE,,Starlink 4746?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114AF,,Starlink 4777?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114AZ,,Starlink 4785?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,ST/SG/SER.E/1249,[deorbited],12/30/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114AW,,Starlink 4792?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,ST/SG/SER.E/1249,[deorbited],12/29/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-114A,,Starlink 4749?,USA,9/19/2022,,Yes,ST/SG/SER.E/1082,ST/SG/SER.E/1290,[deorbited],3/8/2025,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-113A,,StriX 1?,Japan,9/15/2022,,Yes,ST/SG/SER.E/1132,ST/SG/SER.E/1089,in orbit,,"StriX-1 is the third synthetic aperture radar (SAR) satellite made by Synspective Inc. for commercial SAR imagery (remote sensing) provision services, including upload and download functionality and antenna signal strength",Mentioned by New Zealand in ST/SG/SER.E/1089.,Link,2022
2022-112A,,ChinaSat 1E (ChinaStar1E)?,China,9/13/2022,,Yes,ST/SG/SER.E/1123,,in GSO,,Communications satellite,------,,2022
[2022-111AL],,?[BLUEWALKER 3],[(for Spain)],[2022-09-11],,No,,,[in orbit],,,------,,2022
2022-111U,,Starlink 4791?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,ST/SG/SER.E/1091,[deorbited],11/14/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-111R,,Starlink 4744?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,ST/SG/SER.E/1091,[deorbited],11/15/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-111N,,Starlink 4638?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,ST/SG/SER.E/1091,[deorbited],11/16/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2021-110C,,LICIACube?,Italy,9/11/2022,,Yes,ST/SG/SER.E/1228,,heliocentric,,"The LICIACube (Light Italian Cubesat for Imaging of Asteroids) is a 6U CubeSat provided by the Italian Space Agency, carried along with the Double Asteroid Redirect Test (DART) to Didymos and was released on 11 September 2022 before the DART impact. The goal of the mission is to follow DART and return post-impact pictures of the asteroid Dimorphos. The scientific objectives were: 1) verify the DART impact; 2) obtain images of the ejecta plume; 3) obtain images of the DART impact site; and 4) obtain images of the far (non-impact) hemisphere.",The registration submission for this space object is presently being processed by the United Nations Secretariat. International Designator provided by the State of registry. Deployed from NASA DART (international designator 2021-110A). Date of launch of carrier and date of deployment provided by the State of registry in ST/SG/SER.E/1228. Date of launch is date of deployment.,Link,2022
2022-111A,,Starlink 4718?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-111E,,Starlink 4664?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-111F,,Starlink 4709?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-111G,,Starlink 4706?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-111H,,Starlink 4678?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-111J,,Starlink 4462?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-111M,,Starlink 4687?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-111B,,Starlink 4719?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-111K,,Starlink 4679?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-111T,,Starlink 4734?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-111L,,Starlink 4536?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-111C,,Starlink 4722?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-111W,,Starlink 4728?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-111V,,Starlink 4739?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-111D,,Starlink 4708?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-111AD,,Starlink 4720?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-111AA,,Starlink 4723?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-111AB,,Starlink 4712?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-111AH,,Starlink 4729?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-111AJ,,Starlink 4763?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-111AK,,Starlink 4768?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-111AC,,Starlink 4710?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-111AE,,Starlink 4715?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-111AG,,Starlink 4727?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-111AF,,Starlink 4726?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-111Y,,Starlink 4742?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-111Z,,Starlink 4721?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-111P,,Starlink 4631?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-111Q,,Starlink 4743?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-111S,,Starlink 4666?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-111X,,Starlink 4730?,USA,9/11/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
[2022-111AS],,?[BLUEWALKER LVA],[USA],[2022-09-11],,No,,ST/SG/SER.E/1290,[decayed],3/9/2025,------,Not registered with the United Nations.,,2022
2022-110A,,EUTELSAT KONNECT VHTS?[EUTE KONNECT VHTS],France,9/7/2022,+002.7 degrees East,Yes,ST/SG/SER.E/1113,,in GSO,,Telecommunications satellite,------,,2022
2022-109D,,Yaogan 35 Group-05 Satellite-C (Yaogan-35-C 05)?,China,9/6/2022,,Yes,ST/SG/SER.E/1123,,in orbit,,Remote sensing satellite,------,,2022
2022-109B,,Yaogan 35 Group-05 Satellite-B (Yaogan-35-B 05)?,China,9/6/2022,,Yes,ST/SG/SER.E/1123,,in orbit,,Remote sensing satellite,------,,2022
2022-109A,,Yaogan 35 Group-05 Satellite-A (Yaogan-35-A 05)?,China,9/6/2022,,Yes,ST/SG/SER.E/1123,,in orbit,,Remote sensing satellite,------,,2022
2022-108A,,Sunflower S3 Satellite (Xiangrikui S3)?[CENTISPACE 1-S3],China,9/6/2022,,Yes,ST/SG/SER.E/1123,,in orbit,,Space technology verification,------,,2022
1998-067UJ,,JAGSAT 1?,USA,9/6/2022,,Yes,ST/SG/SER.E/1096,ST/SG/SER.E/1110,decayed,1/22/2023,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is date of deployment from the ISS.,,2022
1998-067UH,,CAPSAT 1?,USA,9/6/2022,,Yes,ST/SG/SER.E/1096,ST/SG/SER.E/1110,decayed,1/31/2023,Spacecraft engaged in investigation of spaceflight techniques and technology,Date of launch is date of deployment from the ISS.,,2022
1998-067UF,,BeaverCube?,USA,9/6/2022,,Yes,ST/SG/SER.E/1082,ST/SG/SER.E/1130,decayed,4/12/2023,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is date of deployment from the ISS.,,2022
1998-067UG,,CLICK A?,USA,9/6/2022,,Yes,ST/SG/SER.E/1082,ST/SG/SER.E/1130,decayed,4/1/2023,Spacecraft engaged in investigation of spaceflight techniques and technology,Date of launch is date of deployment from the ISS.,,2022
1998-067UE,,D3?,USA,9/6/2022,,Yes,ST/SG/SER.E/1096,ST/SG/SER.E/1130,decayed,4/8/2023,Spacecraft engaged in investigation of spaceflight techniques and technology,Date of launch is date of deployment from the ISS.,,2022
[2022-108B],,?[CENTISPACE 1-S4],[China],[2022-09-06],,No,,,[in orbit],,------,Not registered with the United Nations.,,2022
2022-107A,,Starlink 4725?,USA,9/5/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-107C,,Starlink 4724?,USA,9/5/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-107B,,Starlink 4711?,USA,9/5/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-107E,,Starlink 4714?,USA,9/5/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-107F,,Starlink 4717?,USA,9/5/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-107G,,Starlink 4716?,USA,9/5/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-107H,,Starlink 4667?,USA,9/5/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-107AZ,,Starlink 4657?,USA,9/5/2022,,Yes,ST/SG/SER.E/1082,ST/SG/SER.E/1086,[deorbited],10/7/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-107AR,,Starlink 4613?,USA,9/5/2022,,Yes,ST/SG/SER.E/1082,ST/SG/SER.E/1086,[deorbited],10/17/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-107L,,Starlink 4696?,USA,9/5/2022,,Yes,ST/SG/SER.E/1082,ST/SG/SER.E/1086,[deorbited],10/24/2022,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-107AC,,Starlink 4697?,USA,9/5/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-107AF,,Starlink 4651?,USA,9/5/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-107Z,,Starlink 4705?,USA,9/5/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-107J,,Starlink 4694?,USA,9/5/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-107M,,Starlink 4627?,USA,9/5/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
