International Designator,National Designator,Name of Space Object,State/Organization,Date of Launch,GSO Location,UN Registered,Registration Document,Other Documents,Status,Date of Decay or Change,Function of Space Object,Secretariat`s Remarks,External website,_year
2022-107N,,Starlink 4683?,USA,9/5/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-107X,,Starlink 4707?,USA,9/5/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-107Y,,Starlink 4700?,USA,9/5/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-107P,,Starlink 4698?,USA,9/5/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-107U,,Starlink 4695?,USA,9/5/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2022
2022-107W,,Starlink 4642?,USA,9/5/2022,,Yes,ST/SG/SER.E/1082,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,,,2022
2023-212C,,CSCN-B0003 [(HJS-4C)],China,12/30/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,Communications technology experimental satellite,The registration submission for this space object is presently being processed by the United Nations Secretariat.,,2023
2023-212A,,CSCN-B0001 [(HJS-4A)],China,12/30/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,Communications technology experimental satellite,The registration submission for this space object is presently being processed by the United Nations Secretariat.,,2023
2023-212B,,CSCN-B0002 [(HJS-4B)],China,12/30/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,Communications technology experimental satellite,The registration submission for this space object is presently being processed by the United Nations Secretariat.,,2023
2023-211A,,Starlink-31130 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,ST/SG/SER.E/1195,[deorbited],1/4/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,,2023
2023-211B,,Starlink-31113 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,,2023
2023-211E,,Starlink-30828 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,,2023
2023-211F,,Starlink-31104 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,,2023
2023-211C,,Starlink-31128 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,,2023
2023-211D,,Starlink-31083 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,,2023
2023-210A,,USA 349 [(OTV-7)],USA,12/29/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,,2023
2023-211Q,,Starlink-31147 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,,2023
2023-211L,,Starlink-31058 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,,2023
2023-211P,,Starlink-31112 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,,2023
2023-211H,,Starlink-31124 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,,2023
2023-211M,,Starlink-31125 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,,2023
2023-211N,,Starlink-31110 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,,2023
2023-211G,,Starlink-31131 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,,2023
2023-211J,,Starlink-31126 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,,2023
2023-211K,,Starlink-31066 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,,2023
2023-211W,,Starlink-31109 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,ST/SG/SER.E/1215,[deorbited],5/18/2024,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,,2023
2023-211R,,Starlink-31144 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,,2023
2023-211T,,Starlink-31107 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,,2023
2023-211U,,Starlink-31121 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,,2023
2023-211X,,Starlink-31139 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,,2023
2023-211S,,Starlink-31095 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,,2023
2023-211V,,Starlink-31137 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,,2023
2023-211Y,,Starlink-31106 ,USA,12/29/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-29 using UTC.,,2023
2023-208A,,Tianmu-1 20 ,China,12/27/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,------,The registration submission for this space object is presently being processed by the United Nations Secretariat.,,2023
2023-208D,,Tianmu-1 22 ,China,12/27/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,------,The registration submission for this space object is presently being processed by the United Nations Secretariat.,,2023
2023-208C,,Tianmu-1 21 ,China,12/27/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,------,The registration submission for this space object is presently being processed by the United Nations Secretariat.,,2023
2023-208B,,Tianmu-1 20 ,China,12/27/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,------,The registration submission for this space object is presently being processed by the United Nations Secretariat.,,2023
2023-209A,3696-2023-022,Cosmos 2574 ,Russian Federation,12/27/2023,,Yes,ST/SG/SER.E/1165,ST/SG/SER.E/1318,decayed,11/15/2025,Intended for assignments on behalf of the Ministry of Defence of the Russian Federation,------,,2023
2023-207B,,58th BDS Satellite [BEIDOU 3 (BDS 3)],China,12/26/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,????,The registration submission for this space object is presently being processed by the United Nations Secretariat.,,2023
2023-207A,,57th BDS Satellite [BEIDOU 3 (BDS 3)],China,12/26/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,????,The registration submission for this space object is presently being processed by the United Nations Secretariat.,,2023
2023-206B,,SHIYAN-24 02 [SHIYAN 24C 02],China,12/25/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,????,The registration submission for this space object is presently being processed by the United Nations Secretariat. Date of launch is 2023-12-25 using UTC.,,2023
2023-206C,,SHIYAN-24 03 [SHIYAN 24C 03],China,12/25/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,????,The registration submission for this space object is presently being processed by the United Nations Secretariat. Date of launch is 2023-12-25 using UTC.,,2023
2023-205D,,Tianmu-1 14 ,China,12/25/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,------,The registration submission for this space object is presently being processed by the United Nations Secretariat.,,2023
2023-205C,,Tianmu-1 13 ,China,12/25/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,------,The registration submission for this space object is presently being processed by the United Nations Secretariat.,,2023
2023-205B,,Tianmu-1 12 ,China,12/25/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,------,The registration submission for this space object is presently being processed by the United Nations Secretariat.,,2023
2023-205A,,Tianmu-1 11 ,China,12/25/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,------,The registration submission for this space object is presently being processed by the United Nations Secretariat.,,2023
2023-206A,,SHIYAN-24 01 [SHIYAN 24C 01],China,12/25/2023,,Yes,ST/SG/SER.E/1237,,in orbit,,????,The registration submission for this space object is presently being processed by the United Nations Secretariat. Date of launch is 2023-12-25 using UTC.,,2023
2021-102N,,DRUMS TARGET-2 ,Japan,12/25/2023,,Yes,ST/SG/SER.E/1240,,[deorbited],[2025-04-15],"This object was separated from the micro-satellite ""DRUMS"" for demonstration of approach and capture technologies",Date of launch is date of deployment from DRUMS (international designator 2021-102G).,Link,2023
[2023-204B],, [SARAH 3 (SRH1)],[(for Germany)],[2023-12-24],,No,,,[in orbit],,------,Not registered with the United Nations.,,2023
[2023-204A],, [SARAH 2 (SRH2)],[(for Germany)],[2023-12-24],,No,,,[in orbit],,------,Not registered with the United Nations.,,2023
2023-203A,,Starlink-31119 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,ST/SG/SER.E/1188,decayed,12/26/2023,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,,2023
2023-203B,,Starlink-31054 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,,2023
2023-203L,,Starlink-31092 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,,2023
2023-203G,,Starlink-31129 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,,2023
2023-203D,,Starlink-31134 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,,2023
2023-203E,,Starlink-31133 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,,2023
2023-203F,,Starlink-31068 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,,2023
2023-203J,,Starlink-31086 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,,2023
2023-203M,,Starlink-31091 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,,2023
2023-203H,,Starlink-30774 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,,2023
2023-203K,,Starlink-31065 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,,2023
2023-203W,,Starlink-31078 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,,2023
2023-203R,,Starlink-31022 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,,2023
2023-203Q,,Starlink-31081 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,,2023
2023-203P,,Starlink-31064 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,,2023
2023-203S,,Starlink-31025 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,,2023
2023-203U,,Starlink-31008 ,USA,12/23/2023,,Yes,ST/SG/SER.E/1188,,in orbit,,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Date of launch is 2023-12-23 using UTC.,,2023
